# Step; t_SCF; t_Grad; Temp; E_Pot; Delta E; RMS(Grad); Max(Grad); Max(Step)
        63;      2.8;      0.0;           ;      -26.25526445;    -0.00372390;        11.6092;        62.0586;     0.035653
        64;      2.8;      0.0;           ;      -26.25556641;    -0.00030196;        13.7834;        60.6085;     0.013581
        65;      2.7;      0.1;           ;      -26.25883400;    -0.00326759;        12.8801;        73.8705;     0.097170
        66;      2.7;      0.0;           ;      -26.25894787;    -0.00011387;        15.3758;        89.5969;     0.026338
        67;      2.7;      0.0;           ;      -26.26257296;    -0.00362509;        12.3519;        56.3049;     0.042204
        68;      2.8;      0.0;           ;      -26.26300242;    -0.00042946;        15.8736;        75.8433;     0.020721
        69;      2.8;      0.0;           ;      -26.26631217;    -0.00330975;        12.9417;        88.7638;     0.111539
        70;      2.7;      0.1;           ;      -26.26949232;    -0.00318015;        12.7425;        49.8219;     0.044028
        71;      2.7;      0.0;           ;      -26.27228077;    -0.00278844;        12.2796;        76.9608;     0.109746
        72;      2.7;      0.0;           ;      -26.27525823;    -0.00297747;        10.5977;        40.2752;     0.043223
        73;      2.7;      0.0;           ;      -26.27532730;    -0.00006907;        11.8873;        47.2103;     0.007728
        74;      2.7;      0.0;           ;      -26.27751863;    -0.00219133;         9.0447;        53.2836;     0.059308
        75;      2.8;      0.0;           ;      -26.27756452;    -0.00004589;        10.3405;        66.8142;     0.010122
        76;      2.7;      0.0;           ;      -26.27908247;    -0.00151795;         7.3056;        25.8737;     0.022333
        77;      2.7;      0.0;           ;      -26.27952723;    -0.00044475;         8.8462;        44.0396;     0.020312
        78;      2.7;      0.0;           ;      -26.28088198;    -0.00135476;         8.0055;        55.1656;     0.025051
        79;      2.7;      0.0;           ;      -26.28089808;    -0.00001609;         8.8002;        61.8903;     0.003049
        80;      2.7;      0.0;           ;      -26.28178990;    -0.00089182;         7.4723;        58.1732;     0.059497
        81;      2.7;      0.0;           ;      -26.28249286;    -0.00070296;         8.7733;        63.4744;     0.020488
        82;      2.8;      0.0;           ;      -26.28256622;    -0.00007335;         7.0663;        48.6308;     0.004828
        83;      2.7;      3.5;           ;      -26.28341600;    -0.00084979;         5.6598;        23.0658;     0.024176
        84;      2.7;      0.0;           ;      -26.28355028;    -0.00013428;         7.9539;        64.4291;     0.014296
        85;      2.8;      0.0;           ;      -26.28436476;    -0.00081448;         5.3640;        18.5045;     0.021292
        86;      2.7;      0.0;           ;      -26.28457197;    -0.00020721;         7.1836;        37.0795;     0.017472
        87;      2.8;      0.1;           ;      -26.28526097;    -0.00068900;         4.8972;        15.5465;     0.020550
        88;      2.8;      0.0;           ;      -26.28544763;    -0.00018666;         6.7251;        26.1647;     0.017629
        89;      2.8;      0.0;           ;      -26.28604052;    -0.00059289;         4.8179;        21.6559;     0.017186
        90;      2.8;      0.0;           ;      -26.28625604;    -0.00021553;         6.7448;        25.5344;     0.018355
        91;      2.8;      0.1;           ;      -26.28690618;    -0.00065014;         4.8711;        17.6950;     0.024186
        92;      2.7;      0.0;           ;      -26.28718879;    -0.00028261;         6.8942;        25.5315;     0.029794
        93;      2.7;      0.0;           ;      -26.28789192;    -0.00070313;         4.7951;        18.7192;     0.021952
        94;      2.8;      0.0;           ;      -26.28806459;    -0.00017267;         6.6270;        22.8592;     0.017535
        95;      2.8;      0.0;           ;      -26.28867951;    -0.00061492;         4.6120;        16.8186;     0.028906
        96;      2.8;      0.1;           ;      -26.28881968;    -0.00014017;         6.1491;        22.2995;     0.022185
        97;      2.7;      0.0;           ;      -26.28938317;    -0.00056348;         4.6753;        18.0586;     0.012593
        98;      2.7;      0.0;           ;      -26.28948572;    -0.00010256;         5.9751;        31.4896;     0.008144
        99;      2.7;      0.0;           ;      -26.29009911;    -0.00061338;         4.6488;        17.8050;     0.040891
       100;      2.7;      0.1;           ;      -26.29014624;    -0.00004713;         5.5310;        24.0780;     0.015316
       101;      2.8;      0.0;           ;      -26.29070652;    -0.00056028;         4.4826;        18.6464;     0.015066
       102;      2.8;      0.0;           ;      -26.29074080;    -0.00003428;         5.4939;        23.9738;     0.004762
       103;      2.8;      0.0;           ;      -26.29120683;    -0.00046603;         3.9507;        14.0359;     0.018043
       104;      2.7;      0.1;           ;      -26.29131047;    -0.00010364;         5.4515;        18.8438;     0.013455
       105;      2.7;      0.0;           ;      -26.29173911;    -0.00042864;         3.7528;        14.1000;     0.011972
       106;      2.7;      0.0;           ;      -26.29183064;    -0.00009153;         5.0338;        25.4851;     0.008667
       107;      2.8;      0.0;           ;      -26.29220721;    -0.00037657;         3.6577;        15.2930;     0.011249
       108;      2.8;      0.0;           ;      -26.29232507;    -0.00011786;         4.9943;        27.3780;     0.010735
       109;      2.8;      0.0;           ;      -26.29271813;    -0.00039306;         3.5505;        13.9732;     0.010882
       110;      2.7;      0.0;           ;      -26.29280066;    -0.00008253;         4.8701;        30.3947;     0.007789
       111;      2.8;      0.0;           ;      -26.29313722;    -0.00033656;         3.2394;        11.6440;     0.010970
       112;      2.7;      0.0;           ;      -26.29321389;    -0.00007667;         4.3257;        17.1245;     0.008307
       113;      2.8;      0.1;           ;      -26.29348397;    -0.00027007;         3.0521;        11.4594;     0.009477
       114;      2.7;      0.0;           ;      -26.29355897;    -0.00007501;         4.2452;        25.0599;     0.008283
       115;      2.7;      0.0;           ;      -26.29381752;    -0.00025855;         2.8377;         9.2624;     0.007075
       116;      2.7;      0.0;           ;      -26.29390372;    -0.00008620;         3.7742;        15.4551;     0.007078
       117;      2.8;      0.1;           ;      -26.29411214;    -0.00020842;         2.5607;        10.4088;     0.008012
       118;      2.7;      0.0;           ;      -26.29414092;    -0.00002877;         3.3664;        13.2116;     0.004286
       119;      2.7;      0.0;           ;      -26.29430564;    -0.00016473;         2.4378;         9.8260;     0.005594
       120;      2.8;      0.0;           ;      -26.29438491;    -0.00007927;         3.4819;        12.6022;     0.007421
       121;      2.7;      0.1;           ;      -26.29456982;    -0.00018490;         2.3912;         7.3586;     0.005600
       122;      2.8;      0.0;           ;      -26.29461567;    -0.00004585;         3.2685;        12.5264;     0.004505
       123;      2.8;      0.0;           ;      -26.29477780;    -0.00016213;         2.2767;         7.8812;     0.005935
       124;      2.7;      0.0;           ;      -26.29482768;    -0.00004988;         3.1800;        12.1723;     0.005592
       125;      2.7;      0.0;           ;      -26.29497404;    -0.00014636;         2.2294;         6.3326;     0.007802
       126;      2.8;      0.1;           ;      -26.29500378;    -0.00002975;         3.0439;        11.5485;     0.005448
       127;      2.7;      0.0;           ;      -26.29513768;    -0.00013389;         2.2665;         7.0433;     0.005754
       128;      2.7;      0.0;           ;      -26.29519851;    -0.00006083;         3.3865;        18.9995;     0.007300
       129;      2.8;      0.0;           ;      -26.29535836;    -0.00015985;         2.3161;         7.9648;     0.008308
       130;      2.8;      0.1;           ;      -26.29540445;    -0.00004610;         3.1806;        20.5699;     0.007469
       131;      2.8;      0.0;           ;      -26.29554409;    -0.00013963;         2.2545;         7.9278;     0.008620
       132;      2.7;      0.0;           ;      -26.29557928;    -0.00003519;         3.1653;        21.2621;     0.007024
       133;      2.7;      0.0;           ;      -26.29571477;    -0.00013549;         2.2836;         7.9150;     0.006430
       134;      2.7;      0.1;           ;      -26.29577346;    -0.00005870;         3.2702;        18.6649;     0.007864
       135;      2.7;      0.0;           ;      -26.29592382;    -0.00015035;         2.3321;         8.4260;     0.008849
       136;      2.7;      0.0;           ;      -26.29596881;    -0.00004499;         3.3095;        15.8121;     0.008183
       137;      2.7;      0.0;           ;      -26.29612317;    -0.00015436;         2.3513;         7.7285;     0.009179
       138;      2.8;      0.0;           ;      -26.29618881;    -0.00006564;         3.3383;        12.4327;     0.011094
       139;      2.8;      0.1;           ;      -26.29635374;    -0.00016492;         2.3804;         7.7666;     0.009647
       140;      2.8;      0.0;           ;      -26.29640839;    -0.00005465;         3.3897;        13.1809;     0.009631
       141;      2.8;      0.0;           ;      -26.29658173;    -0.00017334;         2.4620;         8.5803;     0.012740
       142;      2.8;      0.0;           ;      -26.29665032;    -0.00006859;         3.5893;        15.0183;     0.014614
       143;      2.7;      0.1;           ;      -26.29683936;    -0.00018904;         2.5047;         8.5604;     0.013037
       144;      2.7;      0.0;           ;      -26.29689715;    -0.00005779;         3.5062;        12.4793;     0.012273
       145;      2.7;      0.0;           ;      -26.29708312;    -0.00018597;         2.5435;         7.6911;     0.015201
       146;      2.7;      0.0;           ;      -26.29715626;    -0.00007315;         3.7078;        14.7156;     0.017461
       147;      2.7;      0.1;           ;      -26.29735886;    -0.00020260;         2.5416;         9.0974;     0.012648
       148;      2.7;      0.0;           ;      -26.29741771;    -0.00005885;         3.4590;        14.4284;     0.011473
       149;      2.7;      0.0;           ;      -26.29760363;    -0.00018591;         2.7313;        11.4539;     0.021430
       150;      2.7;      0.0;           ;      -26.29764585;    -0.00004222;         3.9644;        27.2851;     0.016855
       151;      3.0;      0.0;           ;      -26.29785434;    -0.00020849;         2.8877;         9.6882;     0.008912
       152;      2.7;      0.1;           ;      -26.29790252;    -0.00004818;         3.8228;        25.5735;     0.006842
       153;      2.7;      0.0;           ;      -26.29813019;    -0.00022767;         3.1024;        11.1185;     0.035254
       154;      2.7;      0.0;           ;      -26.29816044;    -0.00003025;         4.1955;        29.2741;     0.020383
       155;      2.8;      0.0;           ;      -26.29840636;    -0.00024592;         2.9054;        10.7238;     0.011785
       156;      2.8;      0.1;           ;      -26.29845306;    -0.00004669;         3.7841;        14.4968;     0.007876
       157;      2.7;      0.0;           ;      -26.29867820;    -0.00022514;         2.8817;        11.3327;     0.030623
       158;      2.8;      0.0;           ;      -26.29873376;    -0.00005555;         4.2176;        24.5475;     0.026133
       159;      2.8;      0.0;           ;      -26.29897719;    -0.00024343;         2.9617;        10.5462;     0.010703
       160;      2.8;      0.1;           ;      -26.29905173;    -0.00007455;         4.0243;        20.4969;     0.010103
       161;      2.8;      0.0;           ;      -26.29930329;    -0.00025156;         3.5122;        20.8498;     0.048190
       162;      2.7;      0.0;           ;      -26.29932225;    -0.00001896;         4.5912;        39.5373;     0.020872
       163;      2.7;      0.0;           ;      -26.29959728;    -0.00027503;         3.6714;        16.8813;     0.012186
       164;      2.7;      0.0;           ;      -26.29961535;    -0.00001806;         4.3181;        25.3156;     0.004024
       165;      2.7;      0.1;           ;      -26.29992635;    -0.00031100;         3.6565;        16.8276;     0.054351
       166;      2.7;      0.0;           ;      -26.29994419;    -0.00001784;         4.7140;        32.8709;     0.019596
       167;      2.7;      0.0;           ;      -26.30022489;    -0.00028070;         3.2654;        12.9473;     0.008981
       168;      2.7;      0.0;           ;      -26.30030676;    -0.00008187;         4.3078;        14.9899;     0.008155
       169;      2.8;      0.1;           ;      -26.30062134;    -0.00031457;         3.7236;        19.4969;     0.046640
       170;      2.7;      0.0;           ;      -26.30068780;    -0.00006646;         5.8906;        57.0237;     0.043284
       171;      2.7;      0.0;           ;      -26.30069532;    -0.00000752;         5.1212;        45.8230;     0.011302
       172;      2.8;      0.0;           ;      -26.30106983;    -0.00037451;         3.8440;        15.7950;     0.011345
       173;      2.8;      0.1;           ;      -26.30108843;    -0.00001860;         4.4337;        22.6727;     0.003157
       174;      2.7;      0.0;           ;      -26.30140596;    -0.00031753;         4.4177;        34.3455;     0.063985
       175;      2.8;      0.0;           ;      -26.30170771;    -0.00030175;         3.4040;        13.4258;     0.012310
       176;      2.7;      0.0;           ;      -26.30179618;    -0.00008847;         4.5889;        14.6437;     0.011228
       177;      2.7;      0.0;           ;      -26.30214986;    -0.00035368;         3.7462;        17.7968;     0.043246
       178;      2.8;      0.1;           ;      -26.30221633;    -0.00006647;         5.3088;        41.0829;     0.031728
       179;      2.8;      0.0;           ;      -26.30256449;    -0.00034816;         3.6307;        15.2244;     0.006826
       180;      2.8;      0.0;           ;      -26.30258160;    -0.00001710;         4.2461;        29.6271;     0.001888
       181;      2.7;      0.0;           ;      -26.30284939;    -0.00026779;         3.6574;        12.8341;     0.044002
       182;      2.7;      0.1;           ;      -26.30286177;    -0.00001239;         4.4487;        19.5779;     0.012776
       183;      2.7;      0.0;           ;      -26.30311459;    -0.00025281;         3.1224;        10.3635;     0.009630
       184;      2.7;      0.0;           ;      -26.30320235;    -0.00008776;         4.2499;        17.6873;     0.009940
       185;      2.7;      0.0;           ;      -26.30345973;    -0.00025738;         3.2228;         9.8145;     0.030280
       186;      2.7;      0.1;           ;      -26.30352089;    -0.00006116;         4.4988;        27.5228;     0.024739
       187;      2.8;      0.0;           ;      -26.30377885;    -0.00025796;         3.2472;        11.1488;     0.005414
       188;      2.7;      0.0;           ;      -26.30379776;    -0.00001892;         3.9113;        23.2371;     0.001920
       189;      2.7;      0.0;           ;      -26.30402280;    -0.00022504;         2.9248;        10.5849;     0.030369
       190;      2.7;      0.0;           ;      -26.30406241;    -0.00003961;         3.9932;        20.5152;     0.020105
       191;      2.8;      0.1;           ;      -26.30427415;    -0.00021174;         2.7079;         9.3342;     0.007896
       192;      2.7;      0.0;           ;      -26.30433940;    -0.00006525;         3.7486;        18.7699;     0.007447
       193;      2.7;      0.0;           ;      -26.30453371;    -0.00019431;         2.6890;         8.4240;     0.016631
       194;      2.7;      0.0;           ;      -26.30460719;    -0.00007348;         3.7618;        14.0973;     0.018370
       195;      2.7;      0.1;           ;      -26.30479961;    -0.00019242;         2.4829;         9.7939;     0.011382
       196;      2.7;      0.0;           ;      -26.30484682;    -0.00004722;         3.2736;        13.0340;     0.009089
       197;      2.7;      0.0;           ;      -26.30499098;    -0.00014416;         2.2921;        10.9414;     0.007204
       198;      2.7;      0.0;           ;      -26.30502724;    -0.00003625;         3.1129;        14.6759;     0.005854
       199;      2.7;      0.1;           ;      -26.30516382;    -0.00013658;         2.2986;         9.4096;     0.005895
       200;      2.8;      0.0;           ;      -26.30525106;    -0.00008724;         3.1951;        15.1833;     0.009802
       201;      2.7;      0.0;           ;      -26.30540994;    -0.00015889;         2.3295;         9.7095;     0.012277
       202;      2.7;      0.0;           ;      -26.30544401;    -0.00003407;         3.2411;        12.7144;     0.008907
       203;      2.7;      0.0;           ;      -26.30559583;    -0.00015182;         2.4327;        10.2049;     0.006399
       204;      2.7;      0.1;           ;      -26.30563248;    -0.00003664;         3.3693;        19.9408;     0.005059
       205;      2.7;      0.0;           ;      -26.30577908;    -0.00014661;         2.3886;         9.9855;     0.018787
       206;      2.7;      0.0;           ;      -26.30580444;    -0.00002536;         2.9688;        17.8311;     0.011844
       207;      2.7;      0.0;           ;      -26.30594035;    -0.00013590;         2.4129;         9.3049;     0.012666
       208;      2.8;      0.1;           ;      -26.30594951;    -0.00000916;         2.9519;        14.1605;     0.004288
       209;      2.7;      0.0;           ;      -26.30607745;    -0.00012794;         2.1636;         9.4500;     0.009027
       210;      2.7;      0.0;           ;      -26.30612652;    -0.00004906;         3.1202;        14.7663;     0.010045
       211;      2.8;      0.0;           ;      -26.30626157;    -0.00013505;         2.1481;         8.8979;     0.008833
       212;      2.7;      0.1;           ;      -26.30629252;    -0.00003095;         2.8634;        14.2573;     0.006712
       213;      2.7;      0.0;           ;      -26.30641126;    -0.00011875;         1.9977;         7.8886;     0.008355
       214;      2.7;      0.0;           ;      -26.30645210;    -0.00004084;         2.7319;        11.5431;     0.008565
       215;      2.7;      0.0;           ;      -26.30656176;    -0.00010966;         1.8591;         7.1660;     0.008546
       216;      2.7;      0.0;           ;      -26.30659032;    -0.00002856;         2.5781;        10.7367;     0.007120
       217;      2.7;      0.1;           ;      -26.30668296;    -0.00009264;         1.7861;         6.0228;     0.007207
       218;      2.7;      0.0;           ;      -26.30671223;    -0.00002927;         2.4179;        10.4904;     0.006933
       219;      2.7;      0.0;           ;      -26.30680344;    -0.00009121;         1.7424;         6.4318;     0.007530
       220;      2.7;      0.0;           ;      -26.30683477;    -0.00003132;         2.3922;         8.8209;     0.007708
       221;      2.7;      0.1;           ;      -26.30692588;    -0.00009111;         1.6564;         5.0589;     0.009228
       222;      2.7;      0.0;           ;      -26.30694605;    -0.00002017;         2.2619;         8.0703;     0.006848
       223;      2.7;      0.0;           ;      -26.30702153;    -0.00007548;         1.5690;         5.0193;     0.007105
       224;      2.7;      0.0;           ;      -26.30703799;    -0.00001646;         2.1498;         9.3310;     0.005214
       225;      2.7;      0.1;           ;      -26.30710125;    -0.00006326;         1.4822;         7.0182;     0.005729
       226;      2.7;      0.0;           ;      -26.30711933;    -0.00001808;         2.0252;         8.9732;     0.005116
       227;      2.7;      0.0;           ;      -26.30717890;    -0.00005957;         1.4397;         5.0417;     0.006720
       228;      2.7;      0.0;           ;      -26.30720095;    -0.00002205;         2.0153;         8.4965;     0.007279
       229;      2.7;      0.0;           ;      -26.30726537;    -0.00006442;         1.4387;         4.0070;     0.006474
       230;      2.8;      0.1;           ;      -26.30729210;    -0.00002673;         2.0460;         8.6867;     0.007650
       231;      2.7;      0.0;           ;      -26.30735670;    -0.00006460;         1.4260;         4.5975;     0.007039
       232;      2.7;      0.0;           ;      -26.30736843;    -0.00001173;         1.9428;         7.3614;     0.004542
       233;      2.7;      0.0;           ;      -26.30742279;    -0.00005436;         1.3690;         5.0702;     0.007254
       234;      2.8;      0.1;           ;      -26.30743925;    -0.00001646;         1.8824;         8.8083;     0.006752
       235;      2.7;      0.0;           ;      -26.30748821;    -0.00004896;         1.3002;         4.2608;     0.005913
       236;      2.7;      0.0;           ;      -26.30749495;    -0.00000674;         1.6942;        11.1828;     0.003174
       237;      2.7;      0.0;           ;      -26.30753424;    -0.00003928;         1.2430;         4.2706;     0.006199
       238;      2.8;      0.1;           ;      -26.30754519;    -0.00001095;         1.7452;         9.4004;     0.005430
       239;      2.8;      0.0;           ;      -26.30758740;    -0.00004221;         1.2548;         4.4432;     0.005438
       240;      2.7;      0.0;           ;      -26.30760339;    -0.00001598;         1.7683;         7.2517;     0.005999
       241;      2.7;      0.0;           ;      -26.30764843;    -0.00004504;         1.2537;         3.7226;     0.007384
       242;      2.7;      0.1;           ;      -26.30766238;    -0.00001396;         1.7699;         7.3943;     0.006994
       243;      2.7;      0.0;           ;      -26.30770811;    -0.00004572;         1.2690;         5.2958;     0.006561
       244;      2.7;      0.0;           ;      -26.30772660;    -0.00001850;         1.8003;         6.0993;     0.007605
       245;      2.7;      0.0;           ;      -26.30777376;    -0.00004716;         1.2191;         4.1905;     0.006868
       246;      2.7;      0.0;           ;      -26.30778429;    -0.00001053;         1.6396;         5.0422;     0.005123
       247;      2.7;      0.1;           ;      -26.30782458;    -0.00004028;         1.1920;         3.6281;     0.005549
       248;      2.7;      0.0;           ;      -26.30783928;    -0.00001470;         1.7151;         7.9506;     0.005946
       249;      2.7;      0.0;           ;      -26.30788161;    -0.00004233;         1.2153;         5.1728;     0.005441
       250;      2.7;      0.0;           ;      -26.30789207;    -0.00001045;         1.6933;         9.0139;     0.004363
       251;      2.7;      0.1;           ;      -26.30793141;    -0.00003935;         1.2080;         3.6671;     0.006474
       252;      2.7;      0.0;           ;      -26.30794358;    -0.00001217;         1.6701;         8.7582;     0.006135
       253;      2.7;      0.0;           ;      -26.30798298;    -0.00003940;         1.2058;         3.7945;     0.004034
       254;      2.8;      0.1;           ;      -26.30799275;    -0.00000977;         1.6793;         7.9228;     0.003245
       255;      2.7;      0.1;           ;      -26.30803250;    -0.00003975;         1.2069;         5.1932;     0.006455
       256;      2.8;      0.0;           ;      -26.30804855;    -0.00001605;         1.6969;         6.9899;     0.007485
       257;      2.7;      0.0;           ;      -26.30809146;    -0.00004291;         1.1994;         3.7608;     0.005410
       258;      2.7;      0.0;           ;      -26.30810400;    -0.00001254;         1.6903;         6.9091;     0.004908
       259;      2.7;      0.0;           ;      -26.30814568;    -0.00004167;         1.1844;         3.3954;     0.005401
       260;      2.7;      0.1;           ;      -26.30815959;    -0.00001391;         1.6601;         5.5636;     0.005410
       261;      2.7;      0.0;           ;      -26.30819982;    -0.00004023;         1.1509;         3.3813;     0.006579
       262;      2.7;      0.0;           ;      -26.30821163;    -0.00001181;         1.5926;         6.4708;     0.005989
       263;      2.8;      0.0;           ;      -26.30824899;    -0.00003737;         1.1459;         3.5962;     0.005756
       264;      2.8;      0.0;           ;      -26.30826092;    -0.00001193;         1.6463;         7.1557;     0.005579
       265;      2.8;      0.0;           ;      -26.30830014;    -0.00003922;         1.1783;         3.6568;     0.004714
       266;      2.7;      0.0;           ;      -26.30831596;    -0.00001582;         1.6749;         5.5835;     0.005453
       267;      2.8;      0.0;           ;      -26.30835910;    -0.00004314;         1.1859;         3.6539;     0.007989
       268;      2.9;      0.1;           ;      -26.30837490;    -0.00001579;         1.6705;         5.6817;     0.008596
       269;      2.7;      0.0;           ;      -26.30841627;    -0.00004137;         1.1733;         4.2402;     0.007192
       270;      2.7;      0.0;           ;      -26.30842422;    -0.00000796;         1.6118;         6.4901;     0.004834
       271;      2.7;      0.0;           ;      -26.30846022;    -0.00003600;         1.1236;         4.1676;     0.004798
       272;      2.7;      0.0;           ;      -26.30847307;    -0.00001285;         1.5605;         5.6284;     0.005058
       273;      2.7;      0.1;           ;      -26.30850884;    -0.00003577;         1.0605;         3.7770;     0.005736
       274;      2.7;      0.0;           ;      -26.30852156;    -0.00001272;         1.4234;         5.7998;     0.006035
       275;      2.7;      0.0;           ;      -26.30855304;    -0.00003147;         0.9909;         2.9854;     0.003870
