# Step; t_SCF; t_Grad; Temp; E_Pot; Delta E; RMS(Grad); Max(Grad); Max(Step)
        59;      3.9;      0.0;           ;      -26.31322611;    -0.00015564;        13.4190;        63.7666;     0.008793
        60;      3.9;      0.0;           ;      -26.31646107;    -0.00323496;        14.1286;        96.7096;     0.110549
        61;      4.0;      0.1;           ;      -26.32112051;    -0.00465944;        12.6092;        55.3579;     0.065152
        62;      3.9;      0.0;           ;      -26.32162587;    -0.00050536;        16.3765;        70.9053;     0.030416
        63;      3.9;      0.0;           ;      -26.32540888;    -0.00378301;        13.7006;       110.1298;     0.108055
        64;      3.9;      0.0;           ;      -26.32872138;    -0.00331250;        11.4957;        53.2473;     0.035242
        65;      3.9;      0.0;           ;      -26.33182039;    -0.00309902;        10.1833;        54.3471;     0.103224
        66;      3.9;      0.0;           ;      -26.33190714;    -0.00008675;        11.7852;        83.4778;     0.024716
        67;      3.9;      0.0;           ;      -26.33471250;    -0.00280536;         9.7622;        51.7763;     0.034932
        68;      3.9;      0.0;           ;      -26.33475326;    -0.00004075;        10.8255;        60.6564;     0.004774
        69;      3.9;      0.0;           ;      -26.33668856;    -0.00193531;         8.0184;        35.4268;     0.046541
        70;      3.8;      0.1;           ;      -26.33679990;    -0.00011134;         9.7371;        46.5225;     0.014364
        71;      4.0;      0.0;           ;      -26.33833937;    -0.00153947;         7.1604;        31.5236;     0.014010
        72;      3.9;      0.0;           ;      -26.33877210;    -0.00043273;         9.5929;        47.0280;     0.012369
        73;      4.0;      0.0;           ;      -26.34035460;    -0.00158250;         7.2064;        31.1772;     0.049725
        74;      4.0;      0.1;           ;      -26.34048102;    -0.00012642;         8.7100;        55.0316;     0.019371
        75;      4.0;      0.0;           ;      -26.34181039;    -0.00132937;         7.0898;        31.4086;     0.012833
        76;      3.9;      0.0;           ;      -26.34185688;    -0.00004649;         8.0254;        41.7941;     0.002894
        77;      3.9;      0.0;           ;      -26.34320379;    -0.00134691;         6.7648;        35.8377;     0.044672
        78;      3.9;      0.1;           ;      -26.34331378;    -0.00010999;         8.3478;        56.0500;     0.017755
        79;      3.9;      0.0;           ;      -26.34469428;    -0.00138050;         6.4690;        23.6727;     0.019182
        80;      4.1;      0.0;           ;      -26.34481664;    -0.00012236;         8.0386;        37.5155;     0.007678
        81;      4.3;      0.0;           ;      -26.34610925;    -0.00129261;         5.8635;        24.6690;     0.036314
        82;      3.8;      0.0;           ;      -26.34638085;    -0.00027160;         8.0587;        34.0933;     0.026574
        83;      4.0;      0.1;           ;      -26.34755412;    -0.00117327;         5.8370;        23.3194;     0.020434
        84;      3.8;      0.0;           ;      -26.34778675;    -0.00023263;         7.9687;        29.4890;     0.014030
        85;      3.9;      0.0;           ;      -26.34893289;    -0.00114613;         5.9327;        27.4044;     0.028500
        86;      3.9;      0.0;           ;      -26.34941577;    -0.00048288;         8.8146;        41.8551;     0.034362
        87;      3.9;      0.1;           ;      -26.35071578;    -0.00130002;         6.1192;        22.6237;     0.029887
        88;      4.0;      0.0;           ;      -26.35099680;    -0.00028102;         8.2679;        36.6391;     0.021857
        89;      4.0;      0.0;           ;      -26.35210808;    -0.00111128;         5.9299;        21.4515;     0.023227
        90;      4.0;      0.0;           ;      -26.35242559;    -0.00031751;         8.2775;        58.4966;     0.020716
        91;      3.8;      0.1;           ;      -26.35349477;    -0.00106918;         5.9756;        23.1956;     0.033018
        92;      3.9;      0.0;           ;      -26.35368860;    -0.00019383;         7.8651;        54.3828;     0.021599
        93;      3.9;      0.0;           ;      -26.35470247;    -0.00101387;         6.0836;        27.7618;     0.022073
        94;      3.9;      0.0;           ;      -26.35479383;    -0.00009136;         7.1169;        39.1589;     0.008961
        95;      3.8;      0.0;           ;      -26.35589947;    -0.00110563;         5.6777;        21.2577;     0.042398
        96;      3.8;      0.1;           ;      -26.35599671;    -0.00009725;         7.0287;        26.4716;     0.017278
        97;      3.9;      0.0;           ;      -26.35699024;    -0.00099353;         5.5812;        23.5617;     0.021339
        98;      4.1;      0.0;           ;      -26.35708477;    -0.00009453;         7.3088;        30.5381;     0.008920
        99;      4.0;      0.0;           ;      -26.35794289;    -0.00085813;         5.0775;        26.4948;     0.016516
       100;      4.0;      0.1;           ;      -26.35826905;    -0.00032616;         6.8069;        30.4446;     0.018258
       101;      4.0;      0.0;           ;      -26.35906820;    -0.00079914;         4.8271;        19.9915;     0.020557
       102;      3.9;      0.0;           ;      -26.35929843;    -0.00023023;         6.7202;        24.0548;     0.018478
       103;      3.9;      0.0;           ;      -26.36008390;    -0.00078547;         4.6696;        18.9025;     0.024312
       104;      3.9;      0.1;           ;      -26.36031264;    -0.00022874;         6.3298;        29.6142;     0.022058
       105;      3.9;      0.0;           ;      -26.36100930;    -0.00069666;         4.4494;        20.6632;     0.014466
       106;      4.0;      0.0;           ;      -26.36114815;    -0.00013885;         5.9604;        30.0113;     0.009972
       107;      3.9;      0.0;           ;      -26.36179114;    -0.00064299;         4.2683;        15.1121;     0.031331
       108;      3.9;      0.1;           ;      -26.36194554;    -0.00015439;         5.5757;        26.3217;     0.024942
       109;      3.9;      0.0;           ;      -26.36260177;    -0.00065624;         4.4068;        15.1139;     0.019160
       110;      3.9;      0.0;           ;      -26.36270625;    -0.00010447;         5.7942;        27.2579;     0.011298
       111;      3.9;      0.0;           ;      -26.36338742;    -0.00068117;         4.3091;        16.7399;     0.032670
       112;      4.0;      0.0;           ;      -26.36350017;    -0.00011275;         5.8647;        27.2997;     0.019917
       113;      3.8;      0.1;           ;      -26.36406949;    -0.00056932;         3.8972;        14.8138;     0.022640
       114;      3.9;      0.0;           ;      -26.36417025;    -0.00010076;         5.1936;        19.3012;     0.014348
       115;      4.0;      0.0;           ;      -26.36463717;    -0.00046691;         3.8256;        13.2483;     0.017066
       116;      4.0;      0.0;           ;      -26.36488692;    -0.00024975;         5.5205;        25.9312;     0.024616
       117;      3.9;      0.1;           ;      -26.36544314;    -0.00055622;         3.7451;        15.0799;     0.029908
       118;      4.0;      0.0;           ;      -26.36556826;    -0.00012512;         5.0706;        21.3633;     0.022450
       119;      4.0;      0.0;           ;      -26.36600953;    -0.00044127;         3.5256;        11.2324;     0.022281
       120;      3.9;      0.0;           ;      -26.36610477;    -0.00009524;         4.8662;        19.5004;     0.016234
       121;      3.9;      0.1;           ;      -26.36650534;    -0.00040058;         3.5993;        12.9386;     0.022199
       122;      4.2;      0.0;           ;      -26.36668757;    -0.00018222;         5.3027;        21.9154;     0.028192
       123;      4.0;      0.0;           ;      -26.36717570;    -0.00048813;         3.8205;        12.2380;     0.020385
       124;      4.1;      0.0;           ;      -26.36734274;    -0.00016704;         5.3378;        21.5358;     0.020804
       125;      4.0;      0.0;           ;      -26.36785210;    -0.00050936;         3.8425;        12.3500;     0.045844
       126;      4.0;      0.1;           ;      -26.36793143;    -0.00007933;         4.7356;        16.9262;     0.027140
       127;      3.8;      0.0;           ;      -26.36839370;    -0.00046227;         4.1230;        15.3483;     0.020322
       128;      4.0;      0.0;           ;      -26.36840305;    -0.00000934;         4.5489;        18.1577;     0.003344
       129;      4.1;      0.0;           ;      -26.36886808;    -0.00046504;         3.9860;        16.8072;     0.048000
       130;      3.9;      0.1;           ;      -26.36889801;    -0.00002992;         4.9437;        25.9278;     0.016059
       131;      3.8;      0.0;           ;      -26.36935240;    -0.00045439;         3.6769;        14.1321;     0.015281
       132;      4.0;      0.0;           ;      -26.36944723;    -0.00009483;         5.0122;        19.9489;     0.010899
       133;      4.0;      0.0;           ;      -26.36989922;    -0.00045199;         3.5692;        11.3605;     0.039746
       134;      3.9;      0.1;           ;      -26.36998659;    -0.00008736;         4.7539;        22.1701;     0.027394
       135;      4.1;      0.0;           ;      -26.37036993;    -0.00038335;         3.2758;        11.0778;     0.010912
       136;      4.0;      0.0;           ;      -26.37041173;    -0.00004180;         4.0937;        18.5162;     0.004993
       137;      3.9;      0.0;           ;      -26.37072668;    -0.00031495;         3.1291;        12.4562;     0.031609
       138;      4.0;      0.0;           ;      -26.37081873;    -0.00009205;         4.3900;        21.8044;     0.029195
       139;      4.0;      0.1;           ;      -26.37118871;    -0.00036998;         3.1273;        10.8697;     0.009670
       140;      3.9;      0.0;           ;      -26.37126195;    -0.00007323;         4.1434;        22.4631;     0.006637
       141;      4.0;      0.0;           ;      -26.37156495;    -0.00030301;         3.1362;        12.3790;     0.029112
       142;      4.0;      0.0;           ;      -26.37159291;    -0.00002795;         4.0713;        24.9345;     0.012096
       143;      4.0;      0.0;           ;      -26.37185577;    -0.00026287;         2.9465;        12.4169;     0.009034
       144;      4.0;      0.0;           ;      -26.37198676;    -0.00013098;         4.1335;        23.3163;     0.012343
       145;      3.9;      0.0;           ;      -26.37227263;    -0.00028587;         2.9037;        11.5247;     0.022573
       146;      3.8;      0.0;           ;      -26.37231510;    -0.00004247;         3.8889;        22.3505;     0.012893
       147;      3.8;      0.1;           ;      -26.37255016;    -0.00023506;         2.6922;        11.4965;     0.009460
       148;      3.8;      0.0;           ;      -26.37263763;    -0.00008747;         3.6622;        17.5131;     0.010317
       149;      3.9;      0.0;           ;      -26.37287310;    -0.00023547;         2.8042;        10.3393;     0.031223
       150;      3.9;      0.0;           ;      -26.37292424;    -0.00005114;         3.7462;        20.8398;     0.023820
       151;      3.9;      0.0;           ;      -26.37320448;    -0.00028024;         3.3267;        14.2303;     0.017425
       152;      4.1;      0.1;           ;      -26.37321571;    -0.00001123;         3.7562;        17.8211;     0.004272
       153;      4.0;      0.0;           ;      -26.37352944;    -0.00031373;         3.3107;        13.3320;     0.037388
       154;      4.0;      0.0;           ;      -26.37353749;    -0.00000805;         3.8553;        16.9631;     0.007255
       155;      3.9;      0.0;           ;      -26.37379413;    -0.00025664;         2.7634;        11.2881;     0.014512
       156;      3.9;      0.1;           ;      -26.37386236;    -0.00006823;         3.8895;        16.0180;     0.012311
       157;      4.0;      0.0;           ;      -26.37412775;    -0.00026539;         2.9028;        11.7598;     0.019529
       158;      4.1;      0.0;           ;      -26.37424756;    -0.00011981;         4.3552;        18.8317;     0.025068
       159;      3.8;      0.0;           ;      -26.37455748;    -0.00030992;         2.9572;        11.0812;     0.017745
       160;      3.9;      0.1;           ;      -26.37464337;    -0.00008589;         3.9974;        13.9264;     0.015568
       161;      3.9;      0.0;           ;      -26.37492180;    -0.00027843;         3.3284;        21.5645;     0.033749
       162;      3.8;      0.0;           ;      -26.37497054;    -0.00004874;         4.6411;        44.0354;     0.023298
       163;      4.1;      0.0;           ;      -26.37520950;    -0.00023896;         4.6834;        41.3204;     0.029737
       164;      3.8;      0.0;           ;      -26.37521954;    -0.00001004;         4.0937;        28.0609;     0.004979
       165;      3.9;      0.0;           ;      -26.37554269;    -0.00032315;         3.1931;        12.0045;     0.040948
       166;      4.0;      0.0;           ;      -26.37558634;    -0.00004366;         4.3785;        22.0928;     0.023754
       167;      3.9;      0.0;           ;      -26.37588834;    -0.00030200;         3.0371;        11.2606;     0.013482
       168;      3.9;      0.0;           ;      -26.37598003;    -0.00009168;         4.2074;        16.4777;     0.012613
       169;      4.0;      0.1;           ;      -26.37629306;    -0.00031304;         3.1011;        10.2532;     0.027851
       170;      3.9;      0.0;           ;      -26.37643855;    -0.00014548;         4.6033;        27.4509;     0.037644
       171;      4.0;      0.0;           ;      -26.37676533;    -0.00032679;         2.9383;        10.1375;     0.005924
       172;      4.0;      0.0;           ;      -26.37680805;    -0.00004272;         3.6546;        23.8640;     0.003054
       173;      3.9;      0.0;           ;      -26.37706998;    -0.00026193;         3.8328;        28.4682;     0.049415
       174;      3.9;      0.0;           ;      -26.37707993;    -0.00000996;         4.6265;        45.5081;     0.013914
       175;      3.9;      0.0;           ;      -26.37741184;    -0.00033191;         3.3430;        15.0854;     0.008874
       176;      3.9;      0.0;           ;      -26.37743075;    -0.00001890;         3.8934;        20.2273;     0.002684
       177;      3.9;      0.0;           ;      -26.37770885;    -0.00027811;         2.9787;        10.7664;     0.034539
       178;      4.0;      0.1;           ;      -26.37774461;    -0.00003576;         4.0007;        19.3922;     0.018284
       179;      4.0;      0.0;           ;      -26.37799851;    -0.00025390;         2.7960;        10.5734;     0.012903
       180;      3.8;      0.0;           ;      -26.37810506;    -0.00010655;         3.8894;        12.0396;     0.015415
       181;      3.9;      0.0;           ;      -26.37837243;    -0.00026737;         2.7654;         9.1556;     0.026456
       182;      3.9;      0.1;           ;      -26.37845136;    -0.00007893;         3.9223;        16.6854;     0.024631
       183;      3.9;      0.0;           ;      -26.37871669;    -0.00026533;         2.8037;         9.6487;     0.009690
       184;      3.9;      0.0;           ;      -26.37879454;    -0.00007785;         3.9134;        24.3363;     0.008824
       185;      3.9;      0.0;           ;      -26.37904157;    -0.00024703;         3.0743;        13.7209;     0.041769
       186;      4.0;      0.0;           ;      -26.37905880;    -0.00001723;         3.7820;        29.2754;     0.015681
       187;      3.9;      0.0;           ;      -26.37930042;    -0.00024162;         3.6025;        24.4671;     0.010324
       188;      3.9;      0.0;           ;      -26.37954725;    -0.00024683;         2.9153;        13.8614;     0.027114
       189;      3.9;      0.0;           ;      -26.37960750;    -0.00006025;         3.9991;        15.5716;     0.021983
       190;      4.0;      0.0;           ;      -26.37989191;    -0.00028441;         2.8272;        11.7091;     0.015432
       191;      4.0;      0.1;           ;      -26.37996077;    -0.00006886;         3.8611;        17.3071;     0.012220
       192;      3.9;      0.0;           ;      -26.38019654;    -0.00023577;         2.7220;        10.3687;     0.016789
       193;      3.9;      0.0;           ;      -26.38024223;    -0.00004569;         3.6728;        22.4316;     0.011380
       194;      3.8;      0.0;           ;      -26.38046358;    -0.00022135;         2.8122;        10.2425;     0.010264
       195;      3.9;      0.1;           ;      -26.38057616;    -0.00011259;         4.3045;        36.7043;     0.014216
       196;      4.1;      0.0;           ;      -26.38086800;    -0.00029184;         3.0017;         9.7688;     0.022050
       197;      3.9;      0.0;           ;      -26.38096659;    -0.00009858;         4.1814;        29.7302;     0.022327
       198;      3.9;      0.0;           ;      -26.38123721;    -0.00027062;         2.8646;         9.8219;     0.021738
       199;      4.0;      0.2;           ;      -26.38129480;    -0.00005759;         3.8603;        21.9317;     0.015703
       200;      4.0;      0.0;           ;      -26.38153224;    -0.00023744;         2.8596;        11.3927;     0.014293
       201;      4.0;      0.0;           ;      -26.38164255;    -0.00011031;         4.1434;        16.0435;     0.018431
       202;      4.0;      0.0;           ;      -26.38192775;    -0.00028520;         2.9896;        10.4380;     0.022197
       203;      3.9;      0.0;           ;      -26.38203356;    -0.00010581;         4.2815;        18.6022;     0.024201
       204;      3.9;      0.0;           ;      -26.38233629;    -0.00030273;         3.0524;        10.8697;     0.020851
       205;      4.0;      0.0;           ;      -26.38243501;    -0.00009872;         4.3456;        19.6148;     0.020521
       206;      4.0;      0.0;           ;      -26.38275872;    -0.00032371;         3.2018;        13.2186;     0.025459
       207;      3.9;      0.0;           ;      -26.38293056;    -0.00017184;         4.6020;        23.6931;     0.036681
       208;      3.8;      0.1;           ;      -26.38331957;    -0.00038900;         3.2416;        11.9877;     0.030632
       209;      4.0;      0.0;           ;      -26.38341768;    -0.00009812;         4.5191;        18.8450;     0.025013
       210;      4.0;      0.0;           ;      -26.38377833;    -0.00036064;         3.2777;        10.6945;     0.024859
       211;      3.8;      0.0;           ;      -26.38390122;    -0.00012289;         4.7220;        27.3439;     0.025398
       212;      3.9;      0.1;           ;      -26.38426259;    -0.00036138;         3.2263;        10.8994;     0.029730
       213;      3.9;      0.0;           ;      -26.38433786;    -0.00007526;         4.3502;        22.8484;     0.021207
       214;      4.1;      0.0;           ;      -26.38465719;    -0.00031933;         3.2401;        10.8420;     0.013202
       215;      4.0;      0.0;           ;      -26.38478375;    -0.00012657;         4.3726;        20.0646;     0.015083
       216;      3.9;      0.1;           ;      -26.38513865;    -0.00035490;         3.9305;        21.1106;     0.073252
       217;      3.8;      0.0;           ;      -26.38553948;    -0.00040083;         4.4111;        17.8945;     0.035218
       218;      3.8;      0.0;           ;      -26.38554557;    -0.00000609;         3.9867;        14.6790;     0.003842
       219;      3.8;      0.0;           ;      -26.38587667;    -0.00033111;         3.3244;        11.4735;     0.042900
       220;      3.9;      0.0;           ;      -26.38588578;    -0.00000911;         3.8299;        16.4318;     0.008533
       221;      4.0;      0.1;           ;      -26.38616776;    -0.00028198;         2.7350;         9.5665;     0.008463
       222;      3.9;      0.0;           ;      -26.38624564;    -0.00007788;         3.7447;        12.8627;     0.007362
       223;      4.0;      0.0;           ;      -26.38651641;    -0.00027077;         2.6407;         9.0481;     0.026216
       224;      4.0;      0.0;           ;      -26.38656812;    -0.00005172;         3.4730;        12.8274;     0.017703
       225;      4.0;      0.0;           ;      -26.38680115;    -0.00023303;         2.5438;         9.8621;     0.008976
       226;      4.0;      0.0;           ;      -26.38683456;    -0.00003341;         3.2744;        13.1243;     0.004924
       227;      4.0;      0.0;           ;      -26.38703491;    -0.00020035;         2.5659;        12.1483;     0.029244
       228;      3.9;      0.0;           ;      -26.38704898;    -0.00001407;         3.0835;        19.5208;     0.010284
       229;      3.8;      0.1;           ;      -26.38722412;    -0.00017514;         2.6386;        17.6935;     0.009578
       230;      3.9;      0.0;           ;      -26.38722985;    -0.00000572;         3.0179;        23.8723;     0.002075
       231;      3.9;      0.0;           ;      -26.38737901;    -0.00014917;         2.3526;         8.7713;     0.020063
       232;      3.8;      0.0;           ;      -26.38738279;    -0.00000377;         2.6891;        14.3122;     0.003778
       233;      3.9;      0.0;           ;      -26.38750522;    -0.00012244;         1.9823;         6.1943;     0.008160
       234;      4.0;      0.0;           ;      -26.38755724;    -0.00005202;         2.8434;        12.8386;     0.009819
       235;      4.1;      0.0;           ;      -26.38769793;    -0.00014069;         2.0404;         7.0450;     0.013601
       236;      3.9;      0.0;           ;      -26.38773723;    -0.00003931;         2.8836;        13.7295;     0.011945
       237;      4.0;      0.0;           ;      -26.38787098;    -0.00013375;         1.9186;         5.8932;     0.009465
       238;      3.9;      0.1;           ;      -26.38790218;    -0.00003120;         2.5094;        15.7078;     0.007286
       239;      4.0;      0.0;           ;      -26.38800577;    -0.00010360;         1.8145;         5.8589;     0.016396
       240;      4.0;      0.0;           ;      -26.38802215;    -0.00001638;         2.4060;        17.7011;     0.009639
       241;      3.9;      0.0;           ;      -26.38811913;    -0.00009698;         1.7476;         5.7740;     0.005912
       242;      3.9;      0.1;           ;      -26.38815148;    -0.00003235;         2.4256;        17.4798;     0.005917
       243;      4.0;      0.0;           ;      -26.38825157;    -0.00010008;         1.7215;         4.8269;     0.014936
       244;      3.9;      0.0;           ;      -26.38827213;    -0.00002057;         2.3534;        13.9499;     0.010518
       245;      3.9;      0.0;           ;      -26.38836203;    -0.00008989;         1.6682;         5.1649;     0.009692
       246;      3.9;      0.0;           ;      -26.38838999;    -0.00002796;         2.3512;        11.1849;     0.009204
       247;      3.9;      0.1;           ;      -26.38847877;    -0.00008878;         1.5889;         4.7265;     0.010130
       248;      4.0;      0.0;           ;      -26.38850880;    -0.00003003;         2.1372;         8.2224;     0.010239
       249;      4.0;      0.0;           ;      -26.38858798;    -0.00007918;         1.5061;         4.5029;     0.011093
       250;      3.9;      0.0;           ;      -26.38861048;    -0.00002250;         2.1164;         8.8353;     0.009853
       251;      3.9;      0.1;           ;      -26.38868619;    -0.00007571;         1.4969;         5.7434;     0.009612
       252;      3.9;      0.0;           ;      -26.38871168;    -0.00002548;         2.1042;         8.6734;     0.009688
