# Step; t_SCF; t_Grad; Temp; E_Pot; Delta E; RMS(Grad); Max(Grad); Max(Step)
        98;      3.9;      0.0;           ;      -26.30378020;    -0.00097915;         5.2935;        17.5709;     0.018353
        99;      4.0;      0.0;           ;      -26.30405656;    -0.00027637;         7.0540;        31.9275;     0.016232
       100;      3.9;      0.1;           ;      -26.30489424;    -0.00083768;         4.8940;        15.4548;     0.030173
       101;      3.8;      0.0;           ;      -26.30503513;    -0.00014088;         6.2796;        18.6910;     0.018685
       102;      3.8;      0.0;           ;      -26.30575807;    -0.00072294;         5.2856;        24.8220;     0.017789
       103;      3.9;      0.0;           ;      -26.30584684;    -0.00008877;         6.7228;        36.4266;     0.008833
       104;      4.1;      0.1;           ;      -26.30659312;    -0.00074628;         5.2445;        20.2357;     0.030370
       105;      3.9;      0.0;           ;      -26.30664909;    -0.00005597;         6.3569;        34.3415;     0.011020
       106;      3.9;      0.0;           ;      -26.30735008;    -0.00070099;         4.6297;        17.2635;     0.016433
       107;      3.9;      0.0;           ;      -26.30747935;    -0.00012926;         6.1547;        24.9324;     0.010734
       108;      4.0;      0.1;           ;      -26.30813849;    -0.00065915;         4.5159;        15.6073;     0.014743
       109;      3.7;      0.0;           ;      -26.30833286;    -0.00019437;         6.4979;        35.0678;     0.013496
       110;      3.8;      0.0;           ;      -26.30897532;    -0.00064246;         4.3152;        18.7610;     0.012889
       111;      3.8;      0.1;           ;      -26.30911261;    -0.00013729;         5.6911;        23.8128;     0.009322
       112;      3.8;      0.0;           ;      -26.30963107;    -0.00051846;         3.9728;        15.0580;     0.009867
       113;      3.8;      0.1;           ;      -26.30979122;    -0.00016016;         5.4064;        21.0070;     0.009327
       114;      3.9;      0.0;           ;      -26.31029772;    -0.00050650;         3.9398;        15.0874;     0.011462
       115;      3.9;      0.0;           ;      -26.31045512;    -0.00015739;         5.5859;        25.9477;     0.010881
       116;      3.8;      0.0;           ;      -26.31098226;    -0.00052714;         3.7924;        16.0293;     0.014746
       117;      3.9;      0.1;           ;      -26.31111838;    -0.00013612;         5.0530;        24.2135;     0.012252
       118;      3.8;      0.0;           ;      -26.31156034;    -0.00044196;         3.6080;        11.9430;     0.012404
       119;      3.9;      0.0;           ;      -26.31166589;    -0.00010555;         5.0838;        19.3378;     0.009723
       120;      3.8;      0.0;           ;      -26.31208985;    -0.00042396;         3.7793;        12.2608;     0.014218
       121;      3.8;      0.1;           ;      -26.31225909;    -0.00016923;         5.6283;        25.0526;     0.016394
       122;      3.8;      0.0;           ;      -26.31275267;    -0.00049359;         3.9496;        14.6673;     0.011797
       123;      3.9;      0.0;           ;      -26.31290337;    -0.00015070;         5.3202;        24.7645;     0.011070
       124;      3.9;      0.0;           ;      -26.31338165;    -0.00047829;         3.7678;        11.9282;     0.023890
       125;      3.9;      0.0;           ;      -26.31345430;    -0.00007265;         4.8349;        20.2188;     0.013780
       126;      3.8;      0.1;           ;      -26.31385789;    -0.00040359;         3.8569;        12.8485;     0.012661
       127;      3.8;      0.0;           ;      -26.31391354;    -0.00005564;         5.0418;        29.8955;     0.006776
       128;      3.9;      0.0;           ;      -26.31435528;    -0.00044175;         3.8909;        13.4083;     0.024402
       129;      3.8;      0.0;           ;      -26.31445051;    -0.00009523;         5.3413;        26.0968;     0.018188
       130;      3.8;      0.1;           ;      -26.31494134;    -0.00049083;         3.9979;        12.6693;     0.010752
       131;      3.8;      0.0;           ;      -26.31506662;    -0.00012528;         5.5853;        32.2844;     0.008859
       132;      3.8;      0.0;           ;      -26.31558194;    -0.00051532;         3.9505;        13.5984;     0.022614
       133;      3.9;      0.0;           ;      -26.31570730;    -0.00012537;         5.4863;        42.5141;     0.018088
       134;      4.1;      0.1;           ;      -26.31617126;    -0.00046395;         4.0126;        12.5131;     0.015690
       135;      3.9;      0.0;           ;      -26.31628840;    -0.00011714;         5.7620;        48.5546;     0.012802
       136;      3.8;      0.0;           ;      -26.31675660;    -0.00046820;         4.0469;        12.6688;     0.018878
       137;      4.0;      0.0;           ;      -26.31693851;    -0.00018191;         5.5948;        28.1830;     0.021277
       138;      3.8;      0.0;           ;      -26.31744295;    -0.00050443;         4.0190;        12.2451;     0.011810
       139;      3.8;      0.1;           ;      -26.31767124;    -0.00022830;         5.6634;        24.2250;     0.014955
       140;      3.8;      0.0;           ;      -26.31822956;    -0.00055831;         3.9986;        15.8149;     0.024698
       141;      3.8;      0.0;           ;      -26.31838279;    -0.00015323;         5.6297;        19.5689;     0.021638
       142;      3.8;      0.0;           ;      -26.31892197;    -0.00053918;         4.0614;        13.3970;     0.013532
       143;      3.9;      0.1;           ;      -26.31912086;    -0.00019888;         5.8461;        26.5022;     0.014666
       144;      4.0;      0.0;           ;      -26.31969569;    -0.00057483;         4.1948;        13.8537;     0.027633
       145;      3.8;      0.0;           ;      -26.31983676;    -0.00014107;         5.8575;        37.3094;     0.022731
       146;      3.8;      0.0;           ;      -26.32036851;    -0.00053175;         4.5775;        17.4835;     0.011521
       147;      3.8;      0.1;           ;      -26.32043984;    -0.00007133;         5.8784;        34.7982;     0.006055
       148;      3.8;      0.0;           ;      -26.32101165;    -0.00057181;         5.3532;        24.7314;     0.054154
       149;      3.8;      0.0;           ;      -26.32103117;    -0.00001952;         6.1289;        38.7737;     0.013243
       150;      3.8;      0.0;           ;      -26.32177215;    -0.00074098;         4.6921;        14.9443;     0.016382
       151;      3.8;      0.0;           ;      -26.32185779;    -0.00008564;         5.9670;        23.5207;     0.007780
       152;      3.8;      0.1;           ;      -26.32248785;    -0.00063006;         4.3695;        13.7599;     0.028300
       153;      3.8;      0.0;           ;      -26.32256697;    -0.00007911;         5.7783;        20.2329;     0.014287
       154;      3.8;      0.0;           ;      -26.32312205;    -0.00055508;         4.2187;        13.4999;     0.016931
       155;      3.8;      0.0;           ;      -26.32338639;    -0.00026434;         6.2023;        23.3054;     0.022302
       156;      4.0;      0.1;           ;      -26.32401967;    -0.00063328;         4.2370;        14.1647;     0.022762
       157;      3.9;      0.0;           ;      -26.32418134;    -0.00016166;         5.8191;        20.2873;     0.018716
       158;      3.9;      0.0;           ;      -26.32475654;    -0.00057521;         4.1823;        12.8951;     0.024819
       159;      3.8;      0.0;           ;      -26.32498010;    -0.00022355;         5.8570;        24.2575;     0.028342
       160;      3.9;      0.1;           ;      -26.32551365;    -0.00053355;         4.4462;        31.4804;     0.016588
       161;      3.8;      0.0;           ;      -26.32553730;    -0.00002365;         5.0976;        44.4340;     0.004309
       162;      3.8;      0.0;           ;      -26.32593188;    -0.00039458;         6.9046;        61.6368;     0.065687
       163;      3.8;      0.0;           ;      -26.32596200;    -0.00003012;         5.5021;        35.4775;     0.015381
       164;      3.9;      0.1;           ;      -26.32653424;    -0.00057224;         4.2765;        16.2949;     0.018965
       165;      3.8;      0.1;           ;      -26.32666024;    -0.00012600;         5.8081;        19.2045;     0.014074
       166;      3.9;      0.0;           ;      -26.32723321;    -0.00057297;         4.1681;        15.4871;     0.030735
       167;      3.8;      0.0;           ;      -26.32732530;    -0.00009209;         5.5907;        25.4659;     0.018585
       168;      4.0;      0.0;           ;      -26.32783070;    -0.00050540;         3.9806;        13.0782;     0.010018
       169;      3.8;      0.1;           ;      -26.32798150;    -0.00015079;         5.3931;        34.8324;     0.009231
       170;      3.8;      0.0;           ;      -26.32850518;    -0.00052369;         4.0794;        12.0794;     0.045673
       171;      3.8;      0.0;           ;      -26.32856011;    -0.00005492;         5.3135;        32.4796;     0.022615
       172;      3.8;      0.0;           ;      -26.32904276;    -0.00048265;         4.0556;        17.7195;     0.010037
       173;      3.8;      0.1;           ;      -26.32912145;    -0.00007868;         5.3174;        27.7845;     0.006010
       174;      3.9;      0.0;           ;      -26.32962200;    -0.00050056;         4.1686;        14.0187;     0.039446
       175;      3.9;      0.0;           ;      -26.32967276;    -0.00005076;         5.4237;        27.8726;     0.018235
       176;      3.8;      0.0;           ;      -26.33011304;    -0.00044028;         3.6900;        14.6568;     0.007479
       177;      3.9;      0.0;           ;      -26.33017799;    -0.00006494;         4.7098;        21.6230;     0.004184
       178;      3.8;      0.1;           ;      -26.33054705;    -0.00036906;         3.6075;        10.7251;     0.030030
       179;      4.0;      0.0;           ;      -26.33062018;    -0.00007313;         4.9497;        31.8207;     0.021617
       180;      4.0;      0.0;           ;      -26.33100379;    -0.00038361;         3.5296;         9.9250;     0.005973
       181;      4.0;      0.0;           ;      -26.33106992;    -0.00006613;         4.6343;        23.9840;     0.003716
       182;      3.8;      0.1;           ;      -26.33143979;    -0.00036987;         3.3800;         9.6175;     0.030232
       183;      3.9;      0.0;           ;      -26.33152501;    -0.00008522;         4.5882;        16.9413;     0.024087
       184;      4.0;      0.0;           ;      -26.33189458;    -0.00036957;         3.1717;        10.3169;     0.007529
       185;      3.8;      0.0;           ;      -26.33197414;    -0.00007957;         4.3161;        17.3444;     0.005478
       186;      3.8;      0.1;           ;      -26.33228064;    -0.00030649;         3.1138;        12.5071;     0.019422
       187;      3.7;      0.0;           ;      -26.33234395;    -0.00006332;         4.2754;        33.3048;     0.013793
       188;      3.9;      0.0;           ;      -26.33262363;    -0.00027967;         3.1931;        10.2180;     0.007914
       189;      3.8;      0.0;           ;      -26.33269853;    -0.00007490;         4.5892;        40.4612;     0.006733
       190;      4.0;      0.1;           ;      -26.33299900;    -0.00030047;         3.2361;        10.2341;     0.015720
       191;      3.8;      0.0;           ;      -26.33311543;    -0.00011644;         4.4609;        24.2085;     0.017715
       192;      3.8;      0.0;           ;      -26.33341457;    -0.00029914;         3.0331;         8.3719;     0.007189
       193;      3.8;      0.0;           ;      -26.33347332;    -0.00005875;         3.9550;        19.5850;     0.004899
       194;      3.8;      0.0;           ;      -26.33373263;    -0.00025931;         2.9237;         8.2750;     0.022046
       195;      3.8;      0.1;           ;      -26.33380524;    -0.00007261;         4.0395;        24.2322;     0.019831
       196;      3.9;      0.0;           ;      -26.33408199;    -0.00027675;         2.7903;         9.0193;     0.007143
       197;      3.8;      0.0;           ;      -26.33412421;    -0.00004222;         3.5254;        19.7175;     0.004101
       198;      3.8;      0.0;           ;      -26.33435149;    -0.00022728;         2.6054;         8.0933;     0.019770
       199;      3.9;      0.1;           ;      -26.33439129;    -0.00003980;         3.4968;        14.7353;     0.012566
       200;      3.8;      0.0;           ;      -26.33460218;    -0.00021089;         2.6276;         8.5317;     0.006742
       201;      3.9;      0.0;           ;      -26.33465232;    -0.00005014;         3.7491;        15.8236;     0.005262
       202;      3.8;      0.0;           ;      -26.33487427;    -0.00022194;         2.6222;         8.6928;     0.010713
       203;      3.8;      0.1;           ;      -26.33496841;    -0.00009414;         3.5448;        12.9755;     0.012883
       204;      3.8;      0.0;           ;      -26.33519242;    -0.00022402;         2.5708;         8.6911;     0.008303
       205;      3.9;      0.0;           ;      -26.33525195;    -0.00005952;         3.6657;        16.8747;     0.007020
       206;      3.8;      0.0;           ;      -26.33547006;    -0.00021812;         2.5681;         8.6044;     0.010655
       207;      3.8;      0.0;           ;      -26.33553714;    -0.00006708;         3.5819;        15.2970;     0.010034
       208;      3.8;      0.1;           ;      -26.33574853;    -0.00021139;         2.5482;         7.6818;     0.009443
       209;      3.8;      0.0;           ;      -26.33581940;    -0.00007086;         3.5993;        12.6102;     0.009484
       210;      3.8;      0.0;           ;      -26.33602663;    -0.00020723;         2.4471;         7.5232;     0.012696
       211;      3.8;      0.0;           ;      -26.33607524;    -0.00004861;         3.3042;        12.2980;     0.009823
       212;      3.8;      0.1;           ;      -26.33625164;    -0.00017640;         2.3482;         7.4513;     0.009200
       213;      3.8;      0.0;           ;      -26.33630666;    -0.00005502;         3.3263;        11.4460;     0.008757
       214;      4.0;      0.0;           ;      -26.33649374;    -0.00018708;         2.4580;         8.7112;     0.009900
       215;      3.8;      0.0;           ;      -26.33659898;    -0.00010524;         3.5717;        13.9213;     0.014868
       216;      3.9;      0.1;           ;      -26.33680265;    -0.00020367;         2.4430;         6.5483;     0.013421
       217;      3.9;      0.0;           ;      -26.33682259;    -0.00001995;         3.1275;        13.6246;     0.005718
       218;      3.9;      0.0;           ;      -26.33697753;    -0.00015494;         2.2363;         7.7717;     0.010197
       219;      3.8;      0.0;           ;      -26.33705405;    -0.00007652;         3.0964;         9.3943;     0.013821
       220;      3.9;      0.0;           ;      -26.33722309;    -0.00016904;         2.2139;         6.6974;     0.010063
       221;      3.8;      0.1;           ;      -26.33727122;    -0.00004813;         3.1392;        11.1508;     0.008954
       222;      3.8;      0.0;           ;      -26.33743438;    -0.00016315;         2.0873;         6.0249;     0.010815
       223;      3.8;      0.0;           ;      -26.33748373;    -0.00004935;         2.7707;         8.9873;     0.010074
       224;      3.8;      0.0;           ;      -26.33761278;    -0.00012905;         1.9948;         6.5943;     0.012161
       225;      3.7;      0.1;           ;      -26.33763357;    -0.00002079;         2.7076;        10.9950;     0.007217
       226;      3.9;      0.0;           ;      -26.33774889;    -0.00011532;         1.9327;         6.1125;     0.007120
       227;      3.9;      0.0;           ;      -26.33779919;    -0.00005030;         2.7220;         9.7283;     0.008755
       228;      3.8;      0.0;           ;      -26.33792554;    -0.00012636;         1.9475;         6.8149;     0.009820
       229;      3.9;      0.1;           ;      -26.33796854;    -0.00004300;         2.7833;        12.5392;     0.009973
       230;      3.8;      0.0;           ;      -26.33809530;    -0.00012676;         1.9667;         6.2749;     0.009648
       231;      3.9;      0.0;           ;      -26.33813062;    -0.00003532;         2.7640;        11.3428;     0.008452
       232;      3.8;      0.0;           ;      -26.33825511;    -0.00012449;         1.9131;         7.3172;     0.007940
       233;      3.8;      0.0;           ;      -26.33830616;    -0.00005105;         2.5961;        10.9049;     0.009296
       234;      3.8;      0.1;           ;      -26.33841967;    -0.00011351;         1.7633;         6.1355;     0.010039
       235;      3.8;      0.0;           ;      -26.33843833;    -0.00001866;         2.3585;        12.1608;     0.006046
       236;      3.8;      0.0;           ;      -26.33852678;    -0.00008845;         1.7076;         5.3864;     0.009538
       237;      3.8;      0.0;           ;      -26.33855291;    -0.00002613;         2.4498;        15.3311;     0.008726
       238;      3.8;      0.1;           ;      -26.33864521;    -0.00009230;         1.7905;         5.4306;     0.005314
       239;      3.8;      0.0;           ;      -26.33867940;    -0.00003419;         2.5711;        15.9877;     0.005755
       240;      3.8;      0.0;           ;      -26.33878135;    -0.00010195;         1.7882;         6.5974;     0.011927
       241;      4.0;      0.0;           ;      -26.33880914;    -0.00002779;         2.4339;        13.1266;     0.010309
       242;      3.9;      0.1;           ;      -26.33890599;    -0.00009684;         1.8543;         6.7137;     0.006235
       243;      3.8;      0.0;           ;      -26.33893965;    -0.00003367;         2.7505;        17.0675;     0.006436
       244;      3.8;      0.0;           ;      -26.33905554;    -0.00011589;         2.0020;         6.3274;     0.014871
       245;      3.8;      0.0;           ;      -26.33909214;    -0.00003660;         2.7830;        12.7837;     0.014383
       246;      3.8;      0.0;           ;      -26.33921771;    -0.00012558;         1.9409;         7.2300;     0.004845
       247;      3.9;      0.1;           ;      -26.33925020;    -0.00003248;         2.5433;         9.6900;     0.004020
       248;      3.7;      0.0;           ;      -26.33936476;    -0.00011456;         1.9002;         5.6308;     0.015922
       249;      3.8;      0.0;           ;      -26.33938432;    -0.00001956;         2.5955;        14.4782;     0.009878
       250;      3.8;      0.0;           ;      -26.33948863;    -0.00010431;         1.8886;         6.8993;     0.008341
       251;      3.8;      0.1;           ;      -26.33951611;    -0.00002748;         2.6935;        13.1771;     0.007009
       252;      3.9;      0.0;           ;      -26.33962521;    -0.00010911;         1.9413;         7.2731;     0.011085
       253;      3.8;      0.0;           ;      -26.33967925;    -0.00005403;         2.7288;         9.9339;     0.015035
       254;      3.9;      0.0;           ;      -26.33980580;    -0.00012655;         1.9057;         6.6490;     0.009131
       255;      3.8;      0.1;           ;      -26.33985166;    -0.00004586;         2.6310;         8.5633;     0.009726
       256;      3.8;      0.0;           ;      -26.33997152;    -0.00011986;         1.8974;         5.7194;     0.011819
       257;      3.9;      0.0;           ;      -26.33999844;    -0.00002692;         2.6710;        10.3658;     0.008865
       258;      3.9;      0.0;           ;      -26.34011163;    -0.00011319;         1.8736;         5.7551;     0.008888
       259;      3.9;      0.0;           ;      -26.34015335;    -0.00004173;         2.6194;         9.8370;     0.009592
       260;      4.0;      0.1;           ;      -26.34026586;    -0.00011250;         1.8060;         6.4809;     0.009640
       261;      4.0;      0.0;           ;      -26.34029995;    -0.00003409;         2.4902;         9.6102;     0.008984
       262;      3.8;      0.0;           ;      -26.34040554;    -0.00010558;         1.8540;         4.9628;     0.006974
       263;      3.8;      0.0;           ;      -26.34044321;    -0.00003767;         2.7531;         9.0529;     0.007350
       264;      4.0;      0.1;           ;      -26.34056625;    -0.00012304;         1.9690;         5.9330;     0.011940
       265;      4.0;      0.0;           ;      -26.34061848;    -0.00005223;         2.7701;        11.7885;     0.014427
       266;      3.9;      0.0;           ;      -26.34075307;    -0.00013459;         2.0440;         7.1808;     0.007322
       267;      4.0;      0.0;           ;      -26.34079333;    -0.00004026;         2.8898;        18.4081;     0.006764
       268;      3.9;      0.1;           ;      -26.34093159;    -0.00013826;         2.2587;         8.4267;     0.023058
       269;      4.0;      0.0;           ;      -26.34094807;    -0.00001648;         2.9301;        21.2014;     0.011424
       270;      4.1;      0.0;           ;      -26.34108743;    -0.00013936;         2.2127;         6.9923;     0.009905
       271;      3.9;      0.0;           ;      -26.34111613;    -0.00002870;         2.9162;        13.1494;     0.006984
       272;      3.9;      0.0;           ;      -26.34126995;    -0.00015382;         2.1307;         6.9105;     0.022376
       273;      4.1;      0.1;           ;      -26.34130266;    -0.00003271;         2.8910;        12.2775;     0.016391
       274;      3.8;      0.0;           ;      -26.34144585;    -0.00014320;         1.9366;         6.4793;     0.009442
       275;      3.9;      0.0;           ;      -26.34147518;    -0.00002932;         2.6038;         9.0780;     0.006628
       276;      4.0;      0.0;           ;      -26.34159057;    -0.00011539;         1.8620;         5.2377;     0.008188
       277;      3.9;      0.1;           ;      -26.34162828;    -0.00003772;         2.6637;        10.5473;     0.008072
       278;      3.8;      0.0;           ;      -26.34174594;    -0.00011765;         1.9141;         5.2372;     0.008918
