# Step; t_SCF; t_Grad; Temp; E_Pot; Delta E; RMS(Grad); Max(Grad); Max(Step)
        50;      2.5;      0.0;           ;      -25.92783609;    -0.01200118;        20.6661;       107.5575;     0.031312
        51;      2.5;      0.0;           ;      -25.93071879;    -0.00288270;        27.9847;       142.7368;     0.024758
        52;      2.5;      0.1;           ;      -25.94212515;    -0.01140636;        21.6213;       120.1641;     0.055154
        53;      2.5;      0.0;           ;      -25.94323471;    -0.00110956;        26.4827;       163.4906;     0.024357
        54;      2.5;      0.0;           ;      -25.95366613;    -0.01043142;        20.5885;       134.9484;     0.042931
        55;      2.5;      0.0;           ;      -25.95465118;    -0.00098505;        25.2749;       130.1249;     0.017977
        56;      2.5;      0.0;           ;      -25.96410415;    -0.00945298;        18.1423;        74.7025;     0.053467
        57;      2.5;      0.1;           ;      -25.96521278;    -0.00110863;        23.0222;        97.8702;     0.026576
        58;      2.5;      0.0;           ;      -25.97358529;    -0.00837251;        16.8696;        84.3816;     0.027501
        59;      2.6;      0.0;           ;      -25.97566263;    -0.00207734;        22.5802;       117.3598;     0.022169
        60;      2.5;      0.0;           ;      -25.98420586;    -0.00854324;        14.7626;        77.0748;     0.056061
        61;      2.6;      0.1;           ;      -25.98567963;    -0.00147376;        18.9983;        92.5613;     0.035538
        62;      2.5;      0.0;           ;      -25.99193156;    -0.00625194;        13.6188;        63.2792;     0.030141
        63;      2.5;      0.0;           ;      -25.99313958;    -0.00120801;        18.6036;        71.7995;     0.020316
        64;      2.5;      0.0;           ;      -25.99900798;    -0.00586841;        13.6124;        60.1472;     0.032852
        65;      2.5;      0.1;           ;      -26.00153338;    -0.00252540;        20.2319;       101.8035;     0.039982
        66;      2.5;      0.0;           ;      -26.00795859;    -0.00642520;        14.3794;        60.8029;     0.041277
        67;      2.5;      0.0;           ;      -26.00925668;    -0.00129809;        19.7873;        92.9674;     0.028742
        68;      2.6;      0.0;           ;      -26.01521004;    -0.00595336;        14.9025;        59.8481;     0.042590
        69;      2.6;      0.0;           ;      -26.01781435;    -0.00260432;        21.9022;        91.3259;     0.053936
        70;      2.5;      0.1;           ;      -26.02477534;    -0.00696098;        15.0390;        61.5922;     0.034030
        71;      2.5;      0.0;           ;      -26.02625254;    -0.00147720;        19.7617;        76.0636;     0.024716
        72;      2.5;      0.0;           ;      -26.03265594;    -0.00640340;        18.1373;        92.2892;     0.102261
        73;      2.6;      0.0;           ;      -26.03273754;    -0.00008160;        19.8734;       117.7961;     0.015014
        74;      2.5;      0.1;           ;      -26.03988129;    -0.00714374;        16.7106;        68.1867;     0.048055
        75;      2.6;      0.0;           ;      -26.04022900;    -0.00034772;        19.8557;        89.4402;     0.013308
        76;      2.5;      0.0;           ;      -26.04648846;    -0.00625945;        14.4629;        76.2706;     0.078354
        77;      2.5;      0.0;           ;      -26.04702433;    -0.00053587;        18.1327;        92.7788;     0.033240
        78;      2.5;      0.1;           ;      -26.05243965;    -0.00541533;        13.9457;        61.4530;     0.030950
        79;      2.5;      0.0;           ;      -26.05330364;    -0.00086398;        17.9822;       103.3439;     0.018425
        80;      2.5;      0.0;           ;      -26.05908445;    -0.00578082;        17.3235;        85.4067;     0.118292
        81;      2.5;      0.0;           ;      -26.06531704;    -0.00623259;        14.4822;        65.6726;     0.067039
        82;      2.5;      0.0;           ;      -26.06615872;    -0.00084167;        19.0348;        85.7767;     0.035763
        83;      2.5;      0.1;           ;      -26.07196979;    -0.00581107;        14.1068;        63.5502;     0.073687
        84;      2.5;      0.0;           ;      -26.07267468;    -0.00070489;        18.2279;        87.7399;     0.037344
        85;      2.5;      0.0;           ;      -26.07734178;    -0.00466710;        12.8237;        67.7427;     0.042310
        86;      2.5;      0.0;           ;      -26.07756752;    -0.00022574;        14.4292;        91.2496;     0.011636
        87;      2.5;      0.1;           ;      -26.08012260;    -0.00255508;        21.1631;       161.8636;     0.160596
        88;      2.5;      0.0;           ;      -26.08113284;    -0.00101025;        13.8989;        52.8972;     0.063920
        89;      2.6;      0.0;           ;      -26.08117644;    -0.00004360;        14.8205;        70.7487;     0.011156
        90;      2.5;      0.0;           ;      -26.08519848;    -0.00402203;        12.2120;        46.7133;     0.056377
        91;      2.5;      0.1;           ;      -26.08536177;    -0.00016330;        14.4913;        63.5090;     0.013956
        92;      2.5;      0.0;           ;      -26.08832568;    -0.00296391;        10.0163;        40.9819;     0.036577
        93;      2.5;      0.0;           ;      -26.08881513;    -0.00048945;        13.5295;        73.5137;     0.022134
        94;      2.5;      0.0;           ;      -26.09123436;    -0.00241923;         9.2362;        37.3137;     0.018780
        95;      2.5;      0.0;           ;      -26.09214246;    -0.00090810;        12.2738;        74.3265;     0.020643
        96;      2.5;      0.1;           ;      -26.09448408;    -0.00234161;         9.3349;        54.3622;     0.069593
        97;      2.7;      0.0;           ;      -26.09461264;    -0.00012857;        10.8417;        82.6749;     0.022555
        98;      2.5;      0.0;           ;      -26.09677192;    -0.00215928;         9.2399;        45.3736;     0.017631
        99;      2.5;      0.0;           ;      -26.09682395;    -0.00005202;        10.2766;        55.7216;     0.003198
       100;      2.5;      0.1;           ;      -26.09895530;    -0.00213135;         8.6653;        31.4242;     0.049034
       101;      2.5;      0.0;           ;      -26.09916093;    -0.00020563;        11.2226;        51.8438;     0.021326
       102;      2.4;      0.0;           ;      -26.10107590;    -0.00191497;         8.1139;        37.8375;     0.024600
       103;      2.6;      0.0;           ;      -26.10128027;    -0.00020437;        10.4397;        77.9889;     0.011091
       104;      2.5;      0.1;           ;      -26.10283106;    -0.00155079;         7.7294;        34.7075;     0.032485
       105;      2.6;      0.0;           ;      -26.10320782;    -0.00037676;        10.6354;        62.6121;     0.026174
       106;      2.7;      0.0;           ;      -26.10487357;    -0.00166575;         7.9478;        42.1231;     0.017098
       107;      2.6;      0.0;           ;      -26.10542592;    -0.00055235;        10.9182;        48.5377;     0.017090
       108;      2.5;      0.1;           ;      -26.10742356;    -0.00199764;         8.0291;        33.3417;     0.057357
       109;      2.5;      0.0;           ;      -26.10764117;    -0.00021761;         9.9683;        57.2425;     0.028014
       110;      2.5;      0.0;           ;      -26.10943871;    -0.00179754;         7.6547;        30.8903;     0.017304
       111;      2.6;      0.0;           ;      -26.10961659;    -0.00017788;         9.6075;        40.9180;     0.007441
       112;      2.5;      0.0;           ;      -26.11134714;    -0.00173055;         7.3764;        34.1792;     0.045425
       113;      2.5;      0.1;           ;      -26.11167746;    -0.00033032;        10.0166;        43.5964;     0.031275
       114;      2.5;      0.0;           ;      -26.11343915;    -0.00176169;         7.5021;        35.2626;     0.018058
       115;      2.5;      0.0;           ;      -26.11373904;    -0.00029989;        10.1075;        41.7140;     0.011137
       116;      2.5;      0.0;           ;      -26.11543236;    -0.00169332;         7.4502;        34.5938;     0.044354
       117;      2.5;      0.1;           ;      -26.11578383;    -0.00035147;        10.0085;        43.7899;     0.032342
       118;      2.5;      0.0;           ;      -26.11745467;    -0.00167084;         6.9853;        27.3490;     0.018768
       119;      2.5;      0.0;           ;      -26.11773518;    -0.00028051;         9.1135;        33.2768;     0.011491
       120;      2.5;      0.0;           ;      -26.11912253;    -0.00138736;         6.8020;        26.8140;     0.037118
       121;      2.5;      0.1;           ;      -26.11935709;    -0.00023456;         9.0650;        31.2551;     0.023155
       122;      2.5;      0.0;           ;      -26.12074947;    -0.00139238;         6.7015;        32.5866;     0.013951
       123;      2.5;      0.0;           ;      -26.12123925;    -0.00048978;         9.6945;        41.4721;     0.014540
       124;      2.5;      0.0;           ;      -26.12272884;    -0.00148959;         6.7229;        25.9428;     0.020338
       125;      2.5;      0.0;           ;      -26.12311894;    -0.00039010;         9.2267;        32.5227;     0.017042
       126;      2.5;      0.1;           ;      -26.12446274;    -0.00134381;         6.3494;        26.0739;     0.022208
       127;      2.5;      0.0;           ;      -26.12486910;    -0.00040635;         8.7445;        35.1265;     0.020771
       128;      2.5;      0.0;           ;      -26.12600834;    -0.00113925;         5.7043;        22.2820;     0.014188
       129;      2.5;      0.0;           ;      -26.12619297;    -0.00018463;         7.4412;        28.6106;     0.008468
       130;      2.5;      0.1;           ;      -26.12709753;    -0.00090456;         5.5971;        20.4684;     0.013782
       131;      2.5;      0.0;           ;      -26.12757613;    -0.00047861;         8.4339;        32.0158;     0.019777
       132;      2.5;      0.0;           ;      -26.12876674;    -0.00119061;         6.0800;        20.3107;     0.022818
       133;      2.5;      0.0;           ;      -26.12914669;    -0.00037995;         8.5122;        38.2123;     0.022122
       134;      2.5;      0.1;           ;      -26.13030975;    -0.00116305;         5.8506;        23.2538;     0.019038
       135;      2.5;      0.0;           ;      -26.13049805;    -0.00018830;         7.5951;        38.5192;     0.011344
       136;      2.5;      0.0;           ;      -26.13144252;    -0.00094447;         5.7487;        19.8159;     0.027099
       137;      2.5;      0.0;           ;      -26.13160932;    -0.00016680;         7.6248;        35.1105;     0.017466
       138;      2.5;      0.0;           ;      -26.13257082;    -0.00096150;         6.1380;        21.5267;     0.025108
       139;      2.5;      0.1;           ;      -26.13270980;    -0.00013898;         7.8754;        41.2232;     0.013846
       140;      2.5;      0.0;           ;      -26.13381403;    -0.00110424;         5.9645;        26.4031;     0.038459
       141;      2.5;      0.0;           ;      -26.13392182;    -0.00010778;         7.4139;        36.9598;     0.017011
       142;      2.5;      0.0;           ;      -26.13484310;    -0.00092129;         5.8891;        23.3173;     0.020935
       143;      2.5;      0.0;           ;      -26.13490718;    -0.00006408;         7.3251;        31.8402;     0.007188
       144;      2.5;      0.0;           ;      -26.13574128;    -0.00083410;         5.1960;        21.1908;     0.023124
       145;      2.6;      0.0;           ;      -26.13604027;    -0.00029899;         7.1339;        31.7772;     0.024860
       146;      2.5;      0.0;           ;      -26.13686115;    -0.00082088;         4.9899;        20.3279;     0.013103
       147;      2.5;      0.1;           ;      -26.13701995;    -0.00015880;         6.7545;        26.7467;     0.008843
       148;      2.5;      0.0;           ;      -26.13776200;    -0.00074205;         4.8691;        15.7542;     0.022368
       149;      2.4;      0.0;           ;      -26.13806285;    -0.00030085;         6.9004;        27.6673;     0.026192
       150;      2.4;      0.0;           ;      -26.13882446;    -0.00076160;         4.8982;        21.9676;     0.015686
       151;      2.5;      0.0;           ;      -26.13896773;    -0.00014328;         6.6766;        21.5495;     0.010390
       152;      2.4;      0.2;           ;      -26.13966179;    -0.00069405;         4.8417;        17.4360;     0.022535
       153;      2.5;      0.0;           ;      -26.13992957;    -0.00026778;         6.8681;        32.7555;     0.025689
       154;      2.5;      0.0;           ;      -26.14064716;    -0.00071759;         5.0443;        18.2239;     0.012131
       155;      2.4;      0.0;           ;      -26.14074270;    -0.00009554;         6.4857;        33.3869;     0.006337
       156;      2.4;      0.1;           ;      -26.14143819;    -0.00069549;         5.3478;        24.2322;     0.034232
       157;      2.5;      0.0;           ;      -26.14152276;    -0.00008457;         6.8090;        49.6255;     0.018054
       158;      2.5;      0.0;           ;      -26.14234367;    -0.00082091;         5.4090;        18.8015;     0.016701
       159;      2.4;      0.0;           ;      -26.14242964;    -0.00008597;         6.7131;        30.5849;     0.007438
       160;      2.5;      0.1;           ;      -26.14326621;    -0.00083657;         5.2337;        21.1074;     0.039147
       161;      2.6;      0.0;           ;      -26.14335566;    -0.00008944;         6.9139;        37.6140;     0.018484
       162;      2.5;      0.0;           ;      -26.14409025;    -0.00073459;         5.0202;        24.8091;     0.018310
       163;      2.5;      0.0;           ;      -26.14431303;    -0.00022278;         6.9648;        36.5962;     0.017131
       164;      2.5;      0.0;           ;      -26.14510097;    -0.00078795;         5.4834;        28.6273;     0.034676
       165;      2.5;      0.1;           ;      -26.14532707;    -0.00022609;         8.2019;        62.4935;     0.032177
       166;      2.4;      0.0;           ;      -26.14617165;    -0.00084458;         5.6579;        21.6189;     0.019917
       167;      2.5;      0.0;           ;      -26.14635485;    -0.00018320;         7.3964;        45.1815;     0.014630
       168;      2.5;      0.0;           ;      -26.14716810;    -0.00081325;         6.4889;        50.1707;     0.056505
       169;      2.5;      0.1;           ;      -26.14723752;    -0.00006942;         8.2190;        84.1691;     0.025584
       170;      2.5;      0.0;           ;      -26.14800576;    -0.00076825;         6.8776;        47.3584;     0.020009
       171;      2.5;      0.0;           ;      -26.14883250;    -0.00082673;         5.6091;        24.1528;     0.053448
       172;      2.5;      0.0;           ;      -26.14898324;    -0.00015074;         8.1509;        56.9867;     0.039143
       173;      2.5;      0.1;           ;      -26.14985615;    -0.00087291;         5.5000;        24.5880;     0.018149
       174;      2.5;      0.0;           ;      -26.15011366;    -0.00025752;         7.3688;        27.8382;     0.016660
       175;      2.5;      0.0;           ;      -26.15097453;    -0.00086087;         5.7537;        28.2560;     0.052961
       176;      2.5;      0.0;           ;      -26.15116088;    -0.00018634;         8.3559;        70.5050;     0.044072
       177;      2.5;      0.0;           ;      -26.15201147;    -0.00085059;         5.8561;        24.1488;     0.015733
       178;      2.6;      0.2;           ;      -26.15206047;    -0.00004900;         6.7448;        48.1055;     0.004797
       179;      2.5;      0.0;           ;      -26.15285489;    -0.00079442;         6.4179;        36.9539;     0.074428
       180;      2.5;      0.0;           ;      -26.15286364;    -0.00000875;         7.1730;        49.9609;     0.010167
       181;      2.6;      0.0;           ;      -26.15358180;    -0.00071816;         5.0165;        19.6418;     0.017027
       182;      2.5;      0.1;           ;      -26.15375913;    -0.00017733;         6.6573;        29.8347;     0.013710
       183;      2.5;      0.0;           ;      -26.15446703;    -0.00070790;         4.9866;        21.5709;     0.039905
       184;      2.5;      0.0;           ;      -26.15469528;    -0.00022825;         7.1766;        50.9734;     0.041717
       185;      2.5;      0.0;           ;      -26.15542307;    -0.00072779;         4.9258;        23.8329;     0.012390
       186;      2.5;      0.1;           ;      -26.15546476;    -0.00004169;         5.8503;        44.9639;     0.003760
       187;      2.5;      0.0;           ;      -26.15605055;    -0.00058578;         4.7829;        15.3153;     0.046733
       188;      2.6;      0.0;           ;      -26.15613201;    -0.00008146;         6.4740;        46.9382;     0.028256
       189;      2.5;      0.0;           ;      -26.15676551;    -0.00063351;         4.5241;        20.5899;     0.009900
       190;      2.5;      0.0;           ;      -26.15684404;    -0.00007852;         5.7718;        23.5459;     0.004925
       191;      2.5;      0.1;           ;      -26.15738377;    -0.00053974;         4.0127;        14.5527;     0.029818
       192;      2.5;      0.0;           ;      -26.15751629;    -0.00013252;         5.4552;        25.4850;     0.024551
       193;      2.5;      0.0;           ;      -26.15798955;    -0.00047326;         3.7323;        12.3759;     0.006596
       194;      2.6;      0.0;           ;      -26.15809455;    -0.00010500;         5.0166;        18.4104;     0.004902
       195;      2.5;      0.1;           ;      -26.15851202;    -0.00041747;         3.7144;        11.9132;     0.019553
       196;      2.5;      0.0;           ;      -26.15864163;    -0.00012961;         5.4049;        28.8640;     0.018758
       197;      2.5;      0.0;           ;      -26.15905804;    -0.00041641;         3.5454;        13.6603;     0.006936
       198;      2.6;      0.0;           ;      -26.15913025;    -0.00007221;         4.5873;        25.5307;     0.004337
       199;      2.5;      0.1;           ;      -26.15945628;    -0.00032603;         3.2603;        12.7220;     0.020501
       200;      2.5;      0.0;           ;      -26.15954722;    -0.00009094;         4.3688;        25.6206;     0.018269
       201;      2.5;      0.0;           ;      -26.15986726;    -0.00032004;         3.3480;        10.9264;     0.008456
       202;      2.5;      0.0;           ;      -26.15991648;    -0.00004922;         4.4334;        26.4063;     0.004876
       203;      2.5;      0.1;           ;      -26.16023163;    -0.00031515;         3.3181;        13.3994;     0.022088
       204;      2.6;      0.0;           ;      -26.16030241;    -0.00007078;         4.5836;        21.1836;     0.016937
       205;      2.5;      0.0;           ;      -26.16064486;    -0.00034245;         3.2455;        13.1005;     0.006363
       206;      2.5;      0.0;           ;      -26.16075733;    -0.00011247;         4.4083;        13.0631;     0.006303
       207;      2.5;      0.0;           ;      -26.16108182;    -0.00032448;         3.1842;        10.7824;     0.015178
       208;      2.6;      0.1;           ;      -26.16113477;    -0.00005296;         4.3529;        19.6137;     0.009132
       209;      2.5;      0.0;           ;      -26.16142252;    -0.00028774;         3.1521;        10.0709;     0.007820
       210;      2.5;      0.0;           ;      -26.16153371;    -0.00011119;         4.5028;        17.9772;     0.008748
       211;      2.5;      0.0;           ;      -26.16184538;    -0.00031167;         3.0911;        11.1510;     0.012045
       212;      2.6;      0.1;           ;      -26.16193202;    -0.00008665;         4.1924;        15.4220;     0.010565
       213;      2.5;      0.0;           ;      -26.16221505;    -0.00028303;         3.0305;         9.4059;     0.008503
       214;      2.5;      0.0;           ;      -26.16229940;    -0.00008435;         4.2817;        14.6470;     0.007824
       215;      2.5;      0.0;           ;      -26.16258649;    -0.00028708;         3.0565;        10.3450;     0.012774
       216;      2.5;      0.1;           ;      -26.16268416;    -0.00009768;         4.2551;        18.1319;     0.013036
       217;      2.5;      0.0;           ;      -26.16298227;    -0.00029810;         3.1144;        10.7073;     0.008950
       218;      2.5;      0.0;           ;      -26.16305223;    -0.00006996;         4.2540;        18.5605;     0.006931
       219;      2.5;      0.0;           ;      -26.16332851;    -0.00027628;         3.0804;        10.4125;     0.015221
       220;      2.6;      0.0;           ;      -26.16337079;    -0.00004227;         4.0742;        24.1664;     0.008753
       221;      2.5;      0.1;           ;      -26.16362531;    -0.00025452;         2.9773;        12.7269;     0.007958
       222;      2.5;      0.0;           ;      -26.16370804;    -0.00008273;         4.1725;        16.0942;     0.007811
       223;      2.5;      0.0;           ;      -26.16397830;    -0.00027026;         2.9430;         9.8979;     0.011483
       224;      2.6;      0.0;           ;      -26.16405566;    -0.00007737;         4.0447;        20.2022;     0.010266
       225;      2.5;      0.1;           ;      -26.16431023;    -0.00025457;         2.8300;        10.0730;     0.008316
       226;      2.5;      0.0;           ;      -26.16437213;    -0.00006190;         3.8862;        18.2294;     0.006598
       227;      2.5;      0.0;           ;      -26.16461123;    -0.00023911;         2.7508;         9.5456;     0.010062
       228;      2.5;      0.0;           ;      -26.16471036;    -0.00009913;         3.8226;        14.7373;     0.011921
       229;      2.5;      0.1;           ;      -26.16496140;    -0.00025104;         2.6880;         8.0286;     0.007656
       230;      2.5;      0.0;           ;      -26.16503829;    -0.00007689;         3.7839;        13.9081;     0.007191
       231;      2.5;      0.0;           ;      -26.16527845;    -0.00024017;         2.7331;         9.2564;     0.008839
       232;      2.5;      0.0;           ;      -26.16535106;    -0.00007260;         3.9287;        18.2810;     0.008220
       233;      2.5;      0.0;           ;      -26.16559271;    -0.00024165;         2.8438;         9.7295;     0.012070
       234;      2.5;      0.1;           ;      -26.16565766;    -0.00006495;         3.9994;        15.8549;     0.010328
       235;      2.5;      0.0;           ;      -26.16589989;    -0.00024223;         2.7208;         9.5064;     0.007211
       236;      2.5;      0.0;           ;      -26.16597911;    -0.00007922;         3.6572;        19.1258;     0.007115
       237;      2.5;      0.0;           ;      -26.16618486;    -0.00020575;         2.6354;         9.2628;     0.008837
       238;      2.5;      0.1;           ;      -26.16622140;    -0.00003654;         3.6395;        21.3034;     0.005618
       239;      2.5;      0.0;           ;      -26.16640960;    -0.00018820;         2.6513;         8.3368;     0.009528
       240;      2.5;      0.0;           ;      -26.16649291;    -0.00008331;         3.7786;        20.8699;     0.011854
       241;      2.5;      0.0;           ;      -26.16671357;    -0.00022066;         2.6334;         7.7860;     0.009126
       242;      2.5;      0.1;           ;      -26.16678056;    -0.00006699;         3.6520;        17.1847;     0.008523
       243;      2.5;      0.0;           ;      -26.16698823;    -0.00020767;         2.6004;         9.4926;     0.008088
       244;      2.6;      0.0;           ;      -26.16705321;    -0.00006498;         3.7214;        13.4314;     0.007718
       245;      2.5;      0.0;           ;      -26.16726949;    -0.00021628;         2.6904;         8.3493;     0.011296
       246;      2.5;      0.0;           ;      -26.16736597;    -0.00009648;         3.8244;        16.1565;     0.014133
       247;      2.5;      0.1;           ;      -26.16760284;    -0.00023687;         2.5997;         9.1443;     0.009535
       248;      2.4;      0.0;           ;      -26.16765937;    -0.00005653;         3.5460;        13.5166;     0.007462
       249;      2.5;      0.0;           ;      -26.16785978;    -0.00020042;         2.4143;        13.4410;     0.008055
       250;      2.5;      0.0;           ;      -26.16792003;    -0.00006025;         3.2860;        15.3261;     0.007461
       251;      2.5;      0.1;           ;      -26.16809048;    -0.00017045;         2.3124;         9.5737;     0.009650
       252;      2.5;      0.0;           ;      -26.16812181;    -0.00003133;         3.1451;        15.2580;     0.006286
       253;      2.5;      0.0;           ;      -26.16826934;    -0.00014753;         2.1814;         6.3042;     0.004702
       254;      2.6;      0.0;           ;      -26.16831933;    -0.00004999;         2.9736;        11.8018;     0.004764
       255;      2.5;      0.1;           ;      -26.16846276;    -0.00014344;         2.1044;         8.0121;     0.008617
       256;      2.5;      0.0;           ;      -26.16850737;    -0.00004460;         2.9371;         9.8931;     0.008193
       257;      2.5;      0.0;           ;      -26.16865397;    -0.00014661;         2.1251;         7.6602;     0.005963
       258;      2.5;      0.0;           ;      -26.16871208;    -0.00005811;         3.0475;        11.7150;     0.006802
       259;      2.5;      0.0;           ;      -26.16887183;    -0.00015975;         2.1932;         6.2602;     0.008519
       260;      2.5;      0.1;           ;      -26.16892021;    -0.00004838;         3.1477;        12.5451;     0.007931
       261;      2.6;      0.0;           ;      -26.16907723;    -0.00015703;         2.2266;         8.2855;     0.008805
       262;      2.5;      0.0;           ;      -26.16911962;    -0.00004239;         3.1152;        13.4653;     0.007540
       263;      2.5;      0.0;           ;      -26.16926865;    -0.00014903;         2.1666;         7.4921;     0.006306
       264;      2.5;      0.1;           ;      -26.16931301;    -0.00004436;         2.9776;        13.7200;     0.005802
       265;      2.5;      0.0;           ;      -26.16945124;    -0.00013822;         2.0945;         6.5051;     0.008918
       266;      2.5;      0.0;           ;      -26.16948675;    -0.00003551;         2.9062;        12.4086;     0.007375
       267;      2.5;      0.0;           ;      -26.16961874;    -0.00013198;         2.0598;         6.9665;     0.005746
       268;      2.5;      0.1;           ;      -26.16967186;    -0.00005312;         2.9058;        14.2876;     0.006636
       269;      2.5;      0.0;           ;      -26.16980679;    -0.00013494;         2.1424;         7.9364;     0.006229
       270;      2.5;      0.0;           ;      -26.16984195;    -0.00003515;         3.0917;        15.3336;     0.005200
       271;      2.5;      0.0;           ;      -26.16997773;    -0.00013579;         2.0995;         6.5097;     0.007292
       272;      2.5;      0.0;           ;      -26.17002293;    -0.00004520;         2.8352;        12.4202;     0.007283
       273;      2.5;      0.1;           ;      -26.17014589;    -0.00012295;         1.9565;         5.1453;     0.005390
       274;      2.5;      0.0;           ;      -26.17018226;    -0.00003637;         2.7036;        10.4769;     0.004934
       275;      2.5;      0.0;           ;      -26.17029603;    -0.00011377;         1.9078;         6.2404;     0.005295
       276;      2.5;      0.0;           ;      -26.17033381;    -0.00003778;         2.6931;         9.3522;     0.005282
       277;      2.5;      0.1;           ;      -26.17044780;    -0.00011400;         1.9493;         8.4684;     0.005575
