# Step; t_SCF; t_Grad; Temp; E_Pot; Delta E; RMS(Grad); Max(Grad); Max(Step)
        51;      2.8;      0.0;           ;      -25.88109818;    -0.03287628;        33.5381;       225.7872;     0.066187
        52;      2.7;      0.1;           ;      -25.89162859;    -0.01053041;        46.5774;       462.3800;     0.067412
        53;      2.7;      0.0;           ;      -25.91952913;    -0.02790054;        36.3510;       409.8688;     0.054323
        54;      2.7;      0.0;           ;      -25.92957380;    -0.01004467;        47.0684;       435.3167;     0.059929
        55;      2.8;      0.0;           ;      -25.96629900;    -0.03672521;        37.9070;       283.4524;     0.093159
        56;      2.7;      0.0;           ;      -25.98048115;    -0.01418215;        46.0168;       311.5219;     0.079153
        57;      2.7;      0.1;           ;      -26.01892796;    -0.03844681;        35.5904;       318.3647;     0.154436
        58;      2.7;      0.0;           ;      -26.01977723;    -0.00084926;        37.1808;       324.3551;     0.014702
        59;      2.9;      0.0;           ;      -26.04570812;    -0.02593090;        33.4573;       311.9047;     0.076170
        60;      2.7;      0.0;           ;      -26.05061315;    -0.00490503;        43.4201;       384.0339;     0.051232
        61;      2.7;      0.1;           ;      -26.07774992;    -0.02713677;        34.2346;       259.5285;     0.127025
        62;      2.7;      0.0;           ;      -26.07812381;    -0.00037389;        37.6536;       271.4794;     0.017281
        63;      2.7;      0.0;           ;      -26.09934847;    -0.02122466;        30.5133;       219.3281;     0.063138
        64;      2.7;      0.0;           ;      -26.10172426;    -0.00237578;        34.1300;       274.4269;     0.029822
        65;      2.8;      0.1;           ;      -26.11245473;    -0.01073047;        46.9072;       379.7345;     0.183446
        66;      2.7;      0.0;           ;      -26.11850404;    -0.00604931;        30.8309;       234.4382;     0.072913
        67;      2.7;      0.0;           ;      -26.13582218;    -0.01731814;        24.5388;       189.5872;     0.065007
        68;      2.7;      0.0;           ;      -26.13775406;    -0.00193188;        30.9449;       220.6175;     0.030371
        69;      2.7;      0.0;           ;      -26.15207338;    -0.01431932;        22.5198;       205.9139;     0.075381
        70;      2.7;      0.1;           ;      -26.15408747;    -0.00201409;        27.3638;       202.9124;     0.041819
        71;      2.7;      0.0;           ;      -26.16653111;    -0.01244364;        20.6734;       161.7237;     0.034949
        72;      2.7;      0.0;           ;      -26.16907431;    -0.00254320;        26.2059;       209.8462;     0.024557
        73;      2.7;      0.0;           ;      -26.18021903;    -0.01114473;        19.6879;       122.6797;     0.114124
        74;      2.7;      0.1;           ;      -26.18831313;    -0.00809409;        15.1966;       100.1063;     0.056647
        75;      2.8;      0.0;           ;      -26.18862726;    -0.00031413;        17.7635;       122.5080;     0.013584
        76;      2.7;      0.0;           ;      -26.19533942;    -0.00671216;        14.6602;        87.7857;     0.059953
        77;      2.7;      0.0;           ;      -26.19657207;    -0.00123265;        19.7037;       116.1668;     0.040013
        78;      2.7;      0.0;           ;      -26.20350969;    -0.00693763;        13.8299;        92.2075;     0.040059
        79;      2.7;      0.0;           ;      -26.20421959;    -0.00070990;        16.9322;        96.6994;     0.017644
        80;      2.6;      0.0;           ;      -26.21001803;    -0.00579843;        13.3603;        88.9596;     0.043980
        81;      2.7;      0.0;           ;      -26.21125935;    -0.00124132;        19.2761;       115.4999;     0.032381
        82;      2.7;      0.0;           ;      -26.21786932;    -0.00660997;        14.5494;        93.2198;     0.049587
        83;      2.7;      0.1;           ;      -26.22153847;    -0.00366915;        20.2418;       126.5388;     0.074702
        84;      2.7;      0.0;           ;      -26.22993966;    -0.00840119;        14.7008;       101.3256;     0.066621
        85;      2.7;      0.0;           ;      -26.23102739;    -0.00108773;        20.3583;       123.4750;     0.035818
        86;      2.7;      0.0;           ;      -26.23767699;    -0.00664960;        14.3605;       106.4466;     0.049562
        87;      2.7;      0.1;           ;      -26.23864276;    -0.00096577;        17.4149;       120.8652;     0.027523
        88;      2.6;      0.0;           ;      -26.24563525;    -0.00699249;        15.7433;       108.8889;     0.100343
        89;      2.7;      0.0;           ;      -26.24584971;    -0.00021447;        18.3764;       126.6405;     0.024228
        90;      2.7;      0.0;           ;      -26.25313245;    -0.00728274;        14.6029;       100.2258;     0.047684
        91;      2.7;      0.0;           ;      -26.25348617;    -0.00035371;        17.2878;        97.7088;     0.013141
        92;      2.7;      0.0;           ;      -26.25921013;    -0.00572396;        14.4960;        71.0425;     0.069075
        93;      2.7;      0.0;           ;      -26.25967125;    -0.00046112;        18.6416;       101.3545;     0.027536
        94;      2.7;      0.0;           ;      -26.26569807;    -0.00602682;        13.7673;        71.5759;     0.034586
        95;      2.7;      0.0;           ;      -26.26775873;    -0.00206066;        18.1956;       107.2889;     0.035805
        96;      2.7;      0.1;           ;      -26.27433958;    -0.00658085;        16.3159;       117.4406;     0.129975
        97;      2.7;      0.0;           ;      -26.28040298;    -0.00606340;        15.3041;        95.3389;     0.070501
        98;      2.7;      0.0;           ;      -26.28542693;    -0.00502395;        12.4444;        81.0086;     0.093639
        99;      2.6;      0.0;           ;      -26.28591141;    -0.00048448;        15.8569;       118.2634;     0.044108
       100;      2.6;      0.1;           ;      -26.29105440;    -0.00514299;        13.4381;        68.3261;     0.035429
       101;      2.8;      0.0;           ;      -26.29130994;    -0.00025554;        15.6833;        94.7897;     0.009941
       102;      2.7;      0.0;           ;      -26.29665157;    -0.00534163;        13.4789;        74.1197;     0.118853
       103;      2.7;      0.0;           ;      -26.29670628;    -0.00005471;        14.8676;        78.4229;     0.015279
       104;      2.7;      0.1;           ;      -26.30108368;    -0.00437740;        11.0041;        58.8586;     0.037110
       105;      2.7;      0.0;           ;      -26.30159857;    -0.00051490;        13.9102;        76.3977;     0.017938
       106;      2.7;      0.0;           ;      -26.30500360;    -0.00340502;        11.6125;        61.0358;     0.071048
       107;      2.7;      0.0;           ;      -26.30512296;    -0.00011936;        13.6719;        90.9402;     0.016894
       108;      2.7;      0.1;           ;      -26.30833173;    -0.00320877;        11.7870;        53.8804;     0.034223
       109;      2.7;      0.0;           ;      -26.30848473;    -0.00015301;        13.0666;        60.8435;     0.009303
       110;      2.6;      0.0;           ;      -26.31267045;    -0.00418572;        10.7043;        45.3853;     0.087933
       111;      2.7;      0.0;           ;      -26.31278875;    -0.00011830;        12.4374;        64.4112;     0.019168
       112;      2.6;      0.0;           ;      -26.31592268;    -0.00313393;         8.8190;        39.3492;     0.029496
       113;      2.7;      0.1;           ;      -26.31633180;    -0.00040912;        11.6301;        55.8948;     0.015187
       114;      2.7;      0.0;           ;      -26.31878478;    -0.00245298;         8.0924;        42.3484;     0.024183
       115;      2.8;      0.0;           ;      -26.31939411;    -0.00060933;        11.2823;        50.3357;     0.019487
       116;      2.7;      0.0;           ;      -26.32165420;    -0.00226008;         8.1340;        34.1764;     0.031513
       117;      2.7;      0.1;           ;      -26.32236862;    -0.00071442;        11.3370;        52.0784;     0.030695
       118;      2.7;      0.0;           ;      -26.32468345;    -0.00231484;         8.3447;        40.5127;     0.019446
       119;      2.7;      0.0;           ;      -26.32509297;    -0.00040952;        10.7615;        52.3363;     0.012345
       120;      2.7;      0.0;           ;      -26.32760085;    -0.00250788;         8.8782;        40.0861;     0.050107
       121;      2.7;      0.0;           ;      -26.32809687;    -0.00049602;        11.5956;        54.8741;     0.036470
       122;      2.6;      0.0;           ;      -26.33106450;    -0.00296763;         9.2695;        42.5844;     0.027252
       123;      2.6;      0.0;           ;      -26.33113428;    -0.00006978;        10.4593;        49.2311;     0.004893
       124;      2.7;      0.0;           ;      -26.33316910;    -0.00203483;         7.6570;        29.5287;     0.041882
       125;      2.6;      0.0;           ;      -26.33323239;    -0.00006329;         8.9446;        42.5959;     0.008937
       126;      2.6;      0.1;           ;      -26.33465435;    -0.00142196;         6.5492;        32.7272;     0.015578
       127;      2.7;      0.0;           ;      -26.33514971;    -0.00049536;         9.1819;        37.5672;     0.016114
       128;      2.6;      0.0;           ;      -26.33676838;    -0.00161867;         6.7560;        34.8235;     0.029330
       129;      2.7;      0.0;           ;      -26.33736289;    -0.00059451;         9.5377;        36.7394;     0.031962
       130;      2.6;      0.1;           ;      -26.33903050;    -0.00166761;         6.7898;        32.2565;     0.022593
       131;      2.7;      0.0;           ;      -26.33925471;    -0.00022421;         8.8460;        42.0208;     0.011886
       132;      2.7;      0.0;           ;      -26.34053728;    -0.00128257;         6.3470;        30.4161;     0.022994
       133;      2.7;      0.0;           ;      -26.34077114;    -0.00023386;         8.4133;        45.3236;     0.014987
       134;      2.7;      0.1;           ;      -26.34200383;    -0.00123269;         6.3408;        26.7488;     0.020152
       135;      2.6;      0.0;           ;      -26.34232756;    -0.00032373;         8.2599;        43.3000;     0.016934
       136;      2.7;      0.0;           ;      -26.34379722;    -0.00146965;         6.3424;        27.1643;     0.034368
       137;      2.7;      0.0;           ;      -26.34405375;    -0.00025653;         8.4615;        30.3359;     0.022125
       138;      2.7;      0.0;           ;      -26.34544919;    -0.00139545;         6.0570;        22.3184;     0.023269
       139;      2.7;      0.1;           ;      -26.34562225;    -0.00017305;         7.9966;        31.6221;     0.011583
       140;      2.7;      0.0;           ;      -26.34671665;    -0.00109441;         5.3789;        21.6976;     0.018709
       141;      2.6;      0.0;           ;      -26.34699337;    -0.00027672;         7.1685;        39.0476;     0.015270
       142;      2.7;      0.0;           ;      -26.34788755;    -0.00089418;         4.9582;        18.8255;     0.021229
       143;      2.6;      0.0;           ;      -26.34805604;    -0.00016850;         6.6054;        29.5753;     0.014086
       144;      2.7;      0.0;           ;      -26.34879427;    -0.00073822;         4.6445;        20.1676;     0.009150
       145;      2.7;      0.0;           ;      -26.34898808;    -0.00019381;         6.2366;        31.5543;     0.007693
       146;      2.7;      0.0;           ;      -26.34964704;    -0.00065896;         4.4684;        16.8890;     0.017523
       147;      2.7;      0.1;           ;      -26.34975168;    -0.00010464;         5.8046;        30.2690;     0.010329
       148;      2.6;      0.0;           ;      -26.35035771;    -0.00060603;         4.2417;        16.4691;     0.009654
       149;      2.7;      0.0;           ;      -26.35052736;    -0.00016965;         5.6792;        19.6770;     0.008495
       150;      2.7;      0.0;           ;      -26.35120174;    -0.00067438;         4.3627;        17.6699;     0.022889
       151;      2.7;      0.0;           ;      -26.35137779;    -0.00017605;         6.0567;        25.3100;     0.019319
       152;      2.6;      0.1;           ;      -26.35214775;    -0.00076996;         4.5204;        17.3047;     0.016119
       153;      2.7;      0.0;           ;      -26.35225619;    -0.00010844;         5.7608;        20.5881;     0.008750
       154;      2.7;      0.0;           ;      -26.35295174;    -0.00069555;         4.3935;        17.0687;     0.021765
       155;      2.9;      0.0;           ;      -26.35302724;    -0.00007550;         5.7177;        29.4549;     0.009950
       156;      2.7;      0.1;           ;      -26.35362438;    -0.00059714;         4.1418;        15.9137;     0.013347
       157;      2.7;      0.0;           ;      -26.35378009;    -0.00015571;         5.8832;        40.6732;     0.011137
       158;      2.7;      0.0;           ;      -26.35437493;    -0.00059484;         4.3082;        16.5671;     0.016576
       159;      2.6;      0.0;           ;      -26.35459056;    -0.00021563;         6.1510;        38.1315;     0.017721
       160;      2.6;      0.1;           ;      -26.35524908;    -0.00065852;         4.2837;        14.4018;     0.011147
       161;      2.7;      0.0;           ;      -26.35539716;    -0.00014808;         5.6899;        30.7962;     0.008368
       162;      2.7;      0.0;           ;      -26.35597277;    -0.00057561;         4.0181;        14.5894;     0.020022
       163;      2.7;      0.0;           ;      -26.35607413;    -0.00010136;         5.3757;        27.3320;     0.012692
       164;      2.7;      0.0;           ;      -26.35658087;    -0.00050674;         3.7780;        14.5560;     0.011281
       165;      2.8;      0.1;           ;      -26.35676633;    -0.00018546;         5.3547;        23.6924;     0.012109
       166;      2.6;      0.0;           ;      -26.35728259;    -0.00051627;         3.7671;        14.6379;     0.009446
       167;      2.6;      0.0;           ;      -26.35745035;    -0.00016775;         5.2653;        29.9592;     0.009270
       168;      2.6;      0.0;           ;      -26.35795487;    -0.00050453;         3.6557;        12.6433;     0.014607
       169;      2.8;      0.1;           ;      -26.35810026;    -0.00014539;         5.0313;        24.3369;     0.013139
       170;      2.6;      0.0;           ;      -26.35856634;    -0.00046607;         3.5089;        13.1967;     0.011152
       171;      2.7;      0.0;           ;      -26.35868670;    -0.00012036;         4.8179;        18.6956;     0.009240
       172;      2.7;      0.0;           ;      -26.35910915;    -0.00042245;         3.3394;        15.5067;     0.010384
       173;      2.6;      0.0;           ;      -26.35922986;    -0.00012071;         4.6267;        20.7722;     0.009273
       174;      2.6;      0.0;           ;      -26.35960926;    -0.00037940;         3.2102;        10.6333;     0.010534
       175;      2.7;      0.0;           ;      -26.35969963;    -0.00009037;         4.3427;        15.7069;     0.008233
       176;      2.7;      0.0;           ;      -26.36004286;    -0.00034323;         3.1445;        10.7656;     0.013551
       177;      2.6;      0.0;           ;      -26.36013583;    -0.00009297;         4.3348;        17.7765;     0.011663
       178;      2.6;      0.1;           ;      -26.36047582;    -0.00033999;         3.0049;         9.7988;     0.008753
       179;      2.6;      0.0;           ;      -26.36055448;    -0.00007866;         4.0334;        14.9817;     0.006702
       180;      2.6;      0.0;           ;      -26.36085900;    -0.00030451;         2.9002;        11.7267;     0.011459
       181;      2.6;      0.0;           ;      -26.36094574;    -0.00008675;         4.0816;        21.6542;     0.010267
       182;      2.6;      0.1;           ;      -26.36123509;    -0.00028935;         2.9075;        11.0268;     0.008617
       183;      2.7;      0.0;           ;      -26.36128875;    -0.00005366;         3.9095;        26.3390;     0.005655
       184;      2.6;      0.0;           ;      -26.36155663;    -0.00026788;         2.9622;        10.5834;     0.015255
       185;      2.6;      0.0;           ;      -26.36162740;    -0.00007077;         4.0602;        25.3188;     0.013178
       186;      2.6;      0.1;           ;      -26.36194400;    -0.00031660;         2.9377;         9.1019;     0.008878
       187;      2.6;      0.0;           ;      -26.36200842;    -0.00006441;         3.7981;        18.5750;     0.006218
       188;      2.6;      0.0;           ;      -26.36230129;    -0.00029288;         2.8890;        11.7412;     0.018558
       189;      2.7;      0.0;           ;      -26.36233567;    -0.00003438;         3.8365;        18.8644;     0.009035
       190;      2.7;      0.0;           ;      -26.36258909;    -0.00025341;         2.6554;         9.7788;     0.011319
       191;      2.7;      0.1;           ;      -26.36266439;    -0.00007530;         3.6614;        13.0025;     0.010419
       192;      2.6;      0.0;           ;      -26.36290366;    -0.00023927;         2.5972;         9.8233;     0.015931
       193;      2.6;      0.0;           ;      -26.36297565;    -0.00007199;         3.6701;        14.0259;     0.014880
       194;      2.7;      0.0;           ;      -26.36320759;    -0.00023194;         2.5210;        10.1952;     0.012578
       195;      2.6;      0.1;           ;      -26.36327618;    -0.00006859;         3.4650;        12.3046;     0.011529
       196;      2.6;      0.0;           ;      -26.36349602;    -0.00021984;         2.4711;         9.8895;     0.015597
       197;      2.6;      0.0;           ;      -26.36358066;    -0.00008464;         3.5026;        12.5839;     0.017511
       198;      2.6;      0.0;           ;      -26.36381402;    -0.00023335;         2.5926;        10.2424;     0.013936
       199;      2.7;      0.1;           ;      -26.36389249;    -0.00007847;         3.8146;        13.9297;     0.014075
       200;      2.6;      0.0;           ;      -26.36413662;    -0.00024414;         2.6954;        13.4110;     0.025626
       201;      2.6;      0.0;           ;      -26.36417670;    -0.00004008;         3.5774;        23.5796;     0.015915
       202;      2.6;      0.0;           ;      -26.36438799;    -0.00021129;         2.7610;        14.9353;     0.008204
       203;      2.6;      0.2;           ;      -26.36443359;    -0.00004560;         3.6411;        35.3343;     0.005983
       204;      2.6;      0.0;           ;      -26.36470342;    -0.00026983;         3.5765;        19.4756;     0.049661
       205;      2.7;      0.0;           ;      -26.36470958;    -0.00000616;         4.1461;        31.0250;     0.010347
       206;      2.7;      0.0;           ;      -26.36503163;    -0.00032205;         2.9497;        14.7191;     0.017185
       207;      2.7;      0.0;           ;      -26.36511278;    -0.00008115;         3.8744;        13.1702;     0.014079
       208;      2.7;      0.1;           ;      -26.36540682;    -0.00029404;         3.0876;        16.3687;     0.032400
       209;      2.6;      0.0;           ;      -26.36545120;    -0.00004438;         4.2731;        27.7633;     0.019152
       210;      2.6;      0.0;           ;      -26.36573271;    -0.00028151;         2.9596;        10.9786;     0.007645
       211;      6.5;      0.0;           ;      -26.36580825;    -0.00007554;         3.8932;        25.9366;     0.006526
       212;      2.7;      0.1;           ;      -26.36610959;    -0.00030134;         3.7143;        28.6413;     0.057435
       213;      2.6;      0.0;           ;      -26.36611891;    -0.00000933;         4.4958;        45.6680;     0.015359
       214;      2.6;      0.0;           ;      -26.36641489;    -0.00029597;         3.2874;        11.3234;     0.007251
       215;      2.7;      0.0;           ;      -26.36642342;    -0.00000853;         3.6903;        15.4895;     0.001458
       216;      2.5;      0.1;           ;      -26.36669106;    -0.00026764;         2.9285;        10.9561;     0.036631
       217;      2.7;      0.0;           ;      -26.36675271;    -0.00006165;         4.2876;        31.5065;     0.030830
       218;      2.6;      0.0;           ;      -26.36704626;    -0.00029355;         2.8131;        11.3379;     0.008971
       219;      2.6;      0.0;           ;      -26.36713272;    -0.00008646;         3.7584;        18.3098;     0.008201
       220;      2.6;      0.0;           ;      -26.36739938;    -0.00026666;         2.8262;        11.1963;     0.040012
       221;      2.6;      0.1;           ;      -26.36744029;    -0.00004092;         3.9351;        29.6477;     0.025629
       222;      2.6;      0.0;           ;      -26.36767567;    -0.00023538;         2.7692;         9.7301;     0.005116
       223;      2.6;      0.0;           ;      -26.36770407;    -0.00002840;         3.4540;        26.2008;     0.002501
       224;      2.6;      0.0;           ;      -26.36793094;    -0.00022688;         2.7291;        10.3887;     0.039242
       225;      2.6;      0.1;           ;      -26.36795361;    -0.00002266;         3.5381;        23.8660;     0.018596
       226;      2.7;      0.0;           ;      -26.36815773;    -0.00020412;         2.5453;        10.5306;     0.007069
       227;      2.6;      0.0;           ;      -26.36818347;    -0.00002574;         3.2980;        18.6342;     0.003556
       228;      2.6;      0.0;           ;      -26.36836874;    -0.00018528;         2.4554;         7.6434;     0.024437
       229;      2.6;      0.1;           ;      -26.36842236;    -0.00005362;         3.4854;        24.0481;     0.022776
       230;      2.6;      0.0;           ;      -26.36861603;    -0.00019367;         2.4005;         9.8302;     0.007118
       231;      2.7;      0.0;           ;      -26.36865447;    -0.00003845;         3.2486;        22.0803;     0.004889
       232;      2.6;      0.0;           ;      -26.36882190;    -0.00016742;         2.2301;         8.1860;     0.021204
       233;      2.6;      0.0;           ;      -26.36887088;    -0.00004899;         2.9788;        14.4488;     0.019594
       234;      2.7;      0.1;           ;      -26.36901912;    -0.00014824;         2.0235;         7.7057;     0.006837
       235;      2.7;      0.0;           ;      -26.36904571;    -0.00002659;         2.6930;        15.6426;     0.004372
       236;      2.6;      0.0;           ;      -26.36916466;    -0.00011895;         1.8931;         6.6620;     0.014316
       237;      2.6;      0.0;           ;      -26.36920760;    -0.00004295;         2.5521;        10.1839;     0.015334
       238;      2.6;      0.1;           ;      -26.36933147;    -0.00012386;         1.9047;         9.1742;     0.004848
       239;      2.6;      0.0;           ;      -26.36936259;    -0.00003112;         2.6057;        19.2854;     0.003943
       240;      2.6;      0.0;           ;      -26.36947580;    -0.00011321;         1.9365;         7.5971;     0.022846
       241;      2.6;      0.0;           ;      -26.36948592;    -0.00001012;         2.4091;        14.7697;     0.009391
       242;      2.6;      0.1;           ;      -26.36959279;    -0.00010688;         1.9277;         7.8419;     0.005654
       243;      2.7;      0.0;           ;      -26.36961081;    -0.00001802;         2.5967;        16.4059;     0.003475
       244;      2.6;      0.0;           ;      -26.36972164;    -0.00011083;         1.8660;         9.1487;     0.013231
       245;      2.6;      0.0;           ;      -26.36975692;    -0.00003528;         2.5072;        10.9440;     0.012844
       246;      2.6;      0.0;           ;      -26.36987362;    -0.00011670;         1.8299;         6.4684;     0.007580
       247;      2.6;      0.1;           ;      -26.36990752;    -0.00003389;         2.6072;        13.3852;     0.006843
       248;      2.6;      0.0;           ;      -26.37002313;    -0.00011561;         1.8013;         6.4056;     0.008397
       249;      2.6;      0.0;           ;      -26.37005665;    -0.00003353;         2.4831;        12.7102;     0.007574
       250;      2.6;      0.0;           ;      -26.37016521;    -0.00010855;         1.7278;         6.4347;     0.008167
       251;      2.6;      0.1;           ;      -26.37020439;    -0.00003918;         2.3893;        10.7813;     0.008677
       252;      2.6;      0.0;           ;      -26.37031070;    -0.00010632;         1.6675;         6.3207;     0.009256
       253;      2.6;      0.0;           ;      -26.37034431;    -0.00003361;         2.3245;        11.4684;     0.008904
       254;      2.6;      0.0;           ;      -26.37043909;    -0.00009478;         1.5763;         6.3681;     0.008933
       255;      2.5;      0.1;           ;      -26.37045625;    -0.00001716;         2.1088;         8.6305;     0.005753
       256;      2.5;      0.0;           ;      -26.37053498;    -0.00007873;         1.4769;         5.9524;     0.007195
       257;      2.6;      0.0;           ;      -26.37056791;    -0.00003293;         2.0333;         6.8090;     0.008554
       258;      2.7;      0.0;           ;      -26.37064463;    -0.00007672;         1.4645;         5.5396;     0.008781
       259;      2.7;      0.0;           ;      -26.37066227;    -0.00001764;         2.0654;         7.0601;     0.006692
       260;      2.6;      0.1;           ;      -26.37073534;    -0.00007307;         1.4177;         4.4815;     0.007797
       261;      2.6;      0.0;           ;      -26.37076294;    -0.00002760;         1.9173;         6.6109;     0.008575
       262;      2.6;      0.0;           ;      -26.37083177;    -0.00006883;         1.3501;         5.7880;     0.008170
       263;      2.6;      0.0;           ;      -26.37085126;    -0.00001949;         1.8949;         7.1307;     0.007243
       264;      2.6;      0.2;           ;      -26.37091614;    -0.00006488;         1.3228;         4.7972;     0.008217
       265;      2.6;      0.0;           ;      -26.37093712;    -0.00002098;         1.8404;         7.4438;     0.008040
       266;      2.6;      0.0;           ;      -26.37099888;    -0.00006176;         1.2645;         4.0388;     0.008486
       267;      2.6;      0.0;           ;      -26.37101733;    -0.00001845;         1.7398;         6.9073;     0.007828
       268;      2.5;      0.1;           ;      -26.37107261;    -0.00005529;         1.2483;         5.3421;     0.007232
       269;      2.6;      0.0;           ;      -26.37108784;    -0.00001523;         1.7694;         7.5377;     0.006281
       270;      2.6;      0.0;           ;      -26.37114244;    -0.00005460;         1.2517;         4.0125;     0.006947
       271;      2.6;      0.0;           ;      -26.37116220;    -0.00001977;         1.7613;         6.5341;     0.007393
       272;      2.6;      0.0;           ;      -26.37121770;    -0.00005549;         1.2257;         3.9903;     0.008026
       273;      2.6;      0.1;           ;      -26.37123382;    -0.00001612;         1.6870;         7.0391;     0.007269
       274;      2.6;      0.0;           ;      -26.37128506;    -0.00005124;         1.1653;         4.0094;     0.007239
       275;      2.6;      0.0;           ;      -26.37129828;    -0.00001321;         1.6013;         6.5025;     0.005990
       276;      2.6;      0.0;           ;      -26.37134395;    -0.00004567;         1.1520;         3.4771;     0.006713
